POS,0,9280,2.15,1.52,-0.40,78,x03
POS,0,9280,2.17,1.52,-0.37,85,x03
POS,0,9280,2.17,1.52,-0.30,94,x03
POS,0,9280,2.15,1.52,-0.36,73,x03
POS,0,9280,2.26,1.53,-0.32,90,x03
POS,0,9280,2.25,1.52,-0.12,77,x03
POS,0,9280,2.19,1.53,-0.17,90,x03
POS,0,9280,2.18,1.53,-0.26,73,x03
POS,0,9280,2.20,1.52,-0.30,77,x03
POS,0,9280,2.20,1.52,-0.34,76,x03
POS,0,9280,2.17,1.52,-0.34,88,x03
POS,0,9280,2.18,1.53,-0.38,74,x03
POS,0,9280,2.17,1.52,-0.41,76,x03
POS,0,9280,2.17,1.51,-0.42,77,x03
POS,0,9280,2.17,1.52,-0.35,94,x03
POS,0,9280,2.15,1.52,-0.34,89,x03
POS,0,9280,2.15,1.52,-0.39,72,x03
POS,0,9280,2.14,1.52,-0.43,72,x03
POS,0,9280,2.16,1.51,-0.45,73,x03
POS,0,9280,2.18,1.51,-0.43,82,x03
POS,0,9280,2.18,1.52,-0.36,94,x03
POS,0,9280,2.19,1.51,-0.38,78,x03
POS,0,9280,2.18,1.51,-0.41,72,x03
POS,0,9280,2.17,1.52,-0.45,71,x03
POS,0,9280,2.19,1.51,-0.47,71,x03
POS,0,9280,2.18,1.51,-0.47,76,x03
POS,0,9280,2.17,1.51,-0.39,94,x03
POS,0,9280,2.17,1.51,-0.32,94,x03
POS,0,9280,2.17,1.50,-0.30,92,x03
POS,0,9280,2.15,1.50,-0.29,90,x03
POS,0,9280,2.16,1.49,-0.34,75,x03
POS,0,9280,2.17,1.49,-0.39,71,x03
POS,0,9280,2.16,1.49,-0.42,74,x03
POS,0,9280,2.16,1.49,-0.38,90,x03
POS,0,9280,2.17,1.48,-0.33,93,x03
POS,0,9280,2.16,1.48,-0.29,94,x03
POS,0,9280,2.12,1.50,-0.30,87,x03
POS,0,9280,2.12,1.50,-0.30,91,x03
POS,0,9280,2.12,1.50,-0.33,81,x03
POS,0,9280,2.14,1.50,-0.36,78,x03
POS,0,9280,2.11,1.50,-0.38,81,x03
POS,0,9280,2.12,1.50,-0.36,89,x03
POS,0,9280,2.13,1.50,-0.34,90,x03
POS,0,9280,2.15,1.49,-0.26,94,x03
POS,0,9280,2.13,1.49,-0.27,91,x03
POS,0,9280,2.12,1.50,-0.26,92,x03
POS,0,9280,2.12,1.50,-0.33,73,x03
POS,0,9280,2.12,1.50,-0.34,86,x03
POS,0,9280,2.12,1.50,-0.39,73,x03
POS,0,9280,2.11,1.51,-0.39,83,x03
POS,0,9280,2.15,1.50,-0.38,80,x03
POS,0,9280,2.16,1.49,-0.40,77,x03
POS,0,9280,2.17,1.49,-0.43,74,x03
POS,0,9280,2.14,1.49,-0.39,91,x03
POS,0,9280,2.14,1.49,-0.35,94,x03
POS,0,9280,2.13,1.49,-0.33,91,x03
POS,0,9280,2.13,1.49,-0.30,94,x03
POS,0,9280,2.13,1.49,-0.27,94,x03
POS,0,9280,2.13,1.49,-0.23,94,x03
POS,0,9280,2.13,1.49,-0.24,92,x03
POS,0,9280,2.13,1.50,-0.24,92,x03
POS,0,9280,2.13,1.50,-0.31,72,x03
POS,0,9280,2.14,1.50,-0.30,90,x03
POS,0,9280,2.16,1.49,-0.36,71,x03
POS,0,9280,2.17,1.50,-0.40,71,x03
POS,0,9280,2.18,1.50,-0.42,74,x03
POS,0,9280,2.18,1.49,-0.44,75,x03
POS,0,9280,2.15,1.51,-0.42,85,x03
POS,0,9280,2.15,1.50,-0.37,94,x03
POS,0,9280,2.14,1.51,-0.33,92,x03
POS,0,9280,2.15,1.50,-0.37,77,x03
POS,0,9280,2.15,1.49,-0.34,92,x03
POS,0,9280,2.14,1.51,-0.31,93,x03
POS,0,9280,2.17,1.50,-0.32,82,x03
POS,0,9280,2.18,1.50,-0.24,94,x03
POS,0,9280,2.18,1.50,-0.22,94,x03
POS,0,9280,2.19,1.49,-0.27,78,x03
POS,0,9280,2.18,1.50,-0.26,92,x03
POS,0,9280,2.17,1.50,-0.23,94,x03
POS,0,9280,2.14,1.51,-0.26,87,x03
POS,0,9280,2.15,1.50,-0.31,76,x03
