0.08	0.57	0.21					
0.1	0.58	0.25					
0.1	0.58	0.27					
0.1	0.57	0.27					
0.11	0.56	0.27					
0.13	0.55	0.26					
0.16	0.55	0.12					
0.16	0.54	0.02					
0.14	0.55	-0.06					
0.15	0.56	-0.1					
0.15	0.56	-0.01					
0.15	0.55	0.08					
0.14	0.55	0					
0.14	0.56	-0.1					
0.15	0.55	-0.02					
0.13	0.55	-0.08					
0.11	0.55	-0.14					
0.12	0.54	-0.18					
0.13	0.56	-0.22					
0.13	0.56	-0.1					
0.12	0.56	0					
0.14	0.55	0.07					
nan	nan	nan					
0.11	0.56	-0.03					
0.11	0.55	0.04					
0.11	0.54	-0.03					
0.13	0.55	-0.08					
0.12	0.55	-0.12					
0.11	0.56	-0.16					
0.12	0.56	-0.04					
0.12	0.57	0.05					
0.12	0.57	0.1					
0.13	0.57	0.15					
0.11	0.56	0.18					
0.1	0.54	0.22					
0.12	0.55	0.1					
0.11	0.55	0					
0.09	0.55	-0.07					
0.09	0.54	-0.13					
0.09	0.55	-0.18					
0.12	0.55	-0.21					
0.14	0.55	-0.24					
0.14	0.54	-0.25					
0.16	0.56	-0.26					
0.13	0.55	-0.11					
0.15	0.56	-0.16					
0.16	0.56	-0.03					
0.16	0.56	0.06					
0.16	0.55	0.11					
0.16	0.55	0.03					
0.16	0.54	-0.04					
0.18	0.54	-0.11					
0.18	0.55	-0.16					
0.16	0.54	-0.18					
0.15	0.55	-0.2					
0.16	0.56	-0.21					
0.16	0.56	-0.08					
0.16	0.58	-0.13					
0.16	0.57	-0.04					
0.14	0.57	0.05					
0.11	0.57	0.12					
0.1	0.56	0.16					
0.11	0.56	0.19					
0.11	0.56	0.23					
0.13	0.55	0.23					
0.14	0.56	0.08					
0.15	0.56	0.13					
0.13	0.56	0.18					
0.14	0.56	0.22					
0.13	0.57	0.24					
0.11	0.56	0.25					
0.09	0.56	0.28					
0.11	0.55	0.26					
0.1	0.55	0.13					
0.1	0.56	0.03					
0.11	0.55	0.08					
0.13	0.54	-0.02					
0.15	0.53	-0.06					
0.16	0.53	-0.1					
0.14	0.54	-0.15					
0.14	0.54	-0.2					
0.12	0.54	-0.24					
0.13	0.55	-0.26					
0.11	0.55	-0.28					
0.1	0.54	-0.27					
0.11	0.55	-0.28					
0.09	0.55	-0.27					
0.09	0.55	-0.28					
0.09	0.56	-0.25					
0.12	0.55	-0.13					
0.13	0.55	-0.19					
0.15	0.55	-0.18					
0.13	0.55	-0.22					
0.14	0.55	-0.22					
0.15	0.55	-0.24					
0.16	0.56	-0.26					
0.15	0.57	-0.26					
0.12	0.56	-0.11					
0.13	0.57	0					
0.14	0.56	0.08					
0.12	0.55	0.14					
0.12	0.55	0.07					
0.11	0.56	-0.03					
0.13	0.55	0.05					
0.14	0.54	-0.04					
0.13	0.54	-0.1					
0.12	0.57	-0.02					
0.11	0.56	0.08					
0.13	0.56	0.13					
0.11	0.56	0.18					
0.11	0.57	0.22					
0.12	0.57	0.26					
0.1	0.57	0.28					
0.1	0.58	0.12					
0.1	0.57	0.18					
0.12	0.58	0.21					
0.11	0.57	0.23					
0.09	0.57	0.24					
0.1	0.56	0.24					
0.11	0.55	0.24					
0.11	0.55	0.09					
0.12	0.55	-0.01					
0.11	0.56	-0.09					
0.12	0.55	-0.01					
0.13	0.56	-0.09					
0.15	0.55	0					
0.15	0.56	-0.07					
0.15	0.6	-0.16					
0.14	0.6	-0.03					
0.14	0.58	0.07					
0.15	0.56	0.11					
0.16	0.55	0.16					
0.14	0.56	0.04					
0.14	0.56	0.11					
0.13	0.55	0.16					
0.13	0.56	0.06					
0.14	0.54	0.12					
0.15	0.55	0.08					
0.14	0.55	-0.01					
0.14	0.55	-0.08					
0.16	0.55	-0.14					
0.17	0.54	-0.17					
0.18	0.54	-0.19					
0.19	0.54	-0.22					
0.15	0.55	-0.24					
0.17	0.55	-0.24					
0.14	0.54	-0.26					
0.13	0.54	-0.27					
0.14	0.55	-0.28					
0.15	0.55	-0.29					
0.13	0.55	-0.3					
0.14	0.56	-0.31					
0.11	0.56	-0.16					
0.11	0.55	-0.05					
0.11	0.56	-0.11					
nan	nan	nan					
0.11	0.56	-0.1					
0.13	0.56	-0.01					
0.13	0.56	0.04					
0.14	0.57	0.12					
0.15	0.56	0.16					
0.16	0.56	0.2					
0.16	0.56	0.24					
0.13	0.56	0.26					
0.11	0.55	0.25					
0.1	0.56	0POS	0.17	0.55	-0.29	49	x0A
0.18	0.55	-0.29					
0.15	0.55	-0.29					
0.16	0.55	-0.29					
0.13	0.56	-0.29					
0.15	0.55	-0.15					
0.14	0.55	-0.18					
0.15	0.55	-0.21					
0.13	0.55	-0.24					
0.14	0.54	-0.25					
0.15	0.54	-0.28					
0.15	0.54	-0.29					
0.16	0.55	-0.28					
0.16	0.54	-0.28					
0.18	0.55	-0.26					
0.18	0.55	-0.28					
0.19	0.56	-0.28					
0.18	0.56	-0.14					
0.06	0.66	-0.19					
0.08	0.63	-0.05					
0.1	0.6	0.01					
0.09	0.59	0.08					
0.08	0.58	0.13					
0.11	0.58	0.17					
0.12	0.57	0.18					
0.12	0.56	0.21					
0.09	0.56	0.22					
0.09	0.55	0.23					
0.09	0.55	0.1					
0.12	0.55	0					
0.15	0.55	-0.05					
0.17	0.55	-0.09					
0.17	0.56	-0.15					
0.17	0.54	-0.03					
0.14	0.56	-0.08					
0.12	0.55	-0.01					
0.11	0.55	-0.09					
0.12	0.55	-0.14					
0.15	0.55	-0.17					
0.15	0.56	-0.21					
0.15	0.55	-0.11					
0.14	0.56	-0.17					
0.13	0.56	-0.05					
0.11	0.56	0.05					
0.12	0.56	0.1					
0.11	0.56	0.12					
0.08	0.56	0.16					
0.1	0.56	0.19					
0.1	0.55	0.21					
0.1	0.56	0.09					
0.1	0.56	0.15					
0.12	0.55	0.21					
0.11	0.56	0.07					
0.13	0.56	0.13					
0.12	0.56	0.18					
0.13	0.55	0.19					
0.14	0.54	0.08					
0.14	0.55	-0.04					
0.12	0.54	-0.09					
0.12	0.55	-0.15					
0.13	0.54	-0.2					
0.15	0.54	-0.21					
0.14	0.55	-0.25					
0.15	0.56	-0.27					
0.13	0.55	-0.13					
0.14	0.54	-0.18					
0.12	0.55	-0.21					
0.13	0.55	-0.23					
0.14	0.56	-0.19					
0.14	0.55	-0.06					
0.15	0.55	-0.11					
0.16	0.55	-0.16					
0.13	0.55	-0.2					
0.12	0.59	-0.12					
0.13	0.57	-0.03					
0.11	0.56	0.05					
0.1	0.56	0.12					
0.11	0.56	0.16					
0.12	0.56	0.2					
0.13	0.57	0.24					
0.13	0.56	0.25					
0.13	0.56	0.25					
0.13	0.58	0.12					
0.12	0.58	0.17					
0.11	0.58	0.2					
0.13	0.57	0.22					
0.14	0.57	0.23					
0.13	0.58	0.1					
0.12	0.58	0.16					
0.1	0.57	0.2					
0.13	0.57	0.22					
0.1	0.56	0.24					
0.12	0.56	0.25					
0.11	0.54	0.26					
0.1	0.55	0.11					
0.11	0.55	0					
0.12	0.54	-0.08					
0.11	0.54	-0.14					
0.11	0.55	-0.17					
0.1	0.56	-0.2					
0.13	0.55	-0.1					
0.15	0.56	-0.15					
0.14	0.55	-0.04					
0.12	0.55	-0.11					
0.14	0.55	-0.14					
0.16	0.55	-0.2					
0.13	0.56	-0.23					
0.11	0.55	-0.1					
0.1	0.56	-0.15					
0.09	0.56	-0.04					
0.12	0.56	0.05					
0.1	0.55	0.13					
0.09	0.56	0.02					
0.09	0.55	0.08					
0.08	0.56	-0.02					
0.1	0.56	0.08					
0.11	0.56	0.11					
0.09	0.56	0.17					
0.1	0.57	0.21					
0.11	0.56	0.22					
0.1	0.56	0.24					
0.11	0.55	0.26					
0.12	0.56	0.13					
0.14	0.56	0.19					
0.12	0.56	0.21					
0.1	0.56	0.22					
0.11	0.55	0.23					
0.13	0.55	0.1					
0.11	0.55	0.01					
0.1	0.55	-0.07					
0.11	0.55	-0.14					
0.13	0.55	-0.18					
0.13	0.56	-0.22					
0.11	0.55	-0.11					
0.12	0.56	-0.17					
0.12	0.56	-0.12					
0	0.68	-0.17					
0.04	0.64	-0.09					
0.05	0.61	0.01					
0.07	0.6	0.09					
0.09	0.59	0.15					
0.08	0.58	0.02					
0.09	0.56	0.1					
0.1	0.55	0.15					
0.11	0.55	0.03					
0.1	0.56	-0.06					
0.09	0.57	0.04					
0.09	0.56	0.1					
0.07	0.56	0.14					
0.09	0.56	0.18					
0.11	0.57	0.17					
0.1	0.56	0.19					
0.11	0.55	0.21					
0.09	0.56	0.08					
0.07	0.56	0.15					
0.08	0.55	0.17					
0.11	0.56	0.06					
0.1	0.56	0.13					
0.1	0.56	0.18					
0.1	0.56	0.21					
0.12	0.55	0.23					
0.13	0.55	0.09					
0.14	0.55	-0.01					
0.15	0.55	-0.1					
0.14	0.55	-0.15					
0.13	0.57	-0.19					
0.11	0.55	-0.07					
0.11	0.57	-0.12					
0.1	0.56	-0.03					
0.09	0.57	0.06					
0.11	0.56	0.1					
nan	nan	nan					
0.09	0.56	0.02					
0.09	0.55	0.1					
0.13	0.55	0					
0.11	0.55	-0.09					
0.1	0.55	-0.14					
0.11	0.56	-0.2					
0.1	0.55	-0.1					
0.12	0.56	-0.16					
0.09	0.55	-0.04					
0.1	0.55	-0.11					
0.09	0.55	-0.16					
0.08	0.56	-0.2					
0.09	0.56	-0.1					
0.09	0.56	0					
0.09	0.56	0.08					
0.07	0.56	0.13					
0.1	0.55	0.17					
0.12	0.55	0.05					
0.14	0.55	-0.04					
0.13	0.55	-0.09					
0.14	0.55	-0.15					
0.12	0.55	-0.19					
0.13	0.56	-0.21					
0.12	0.55	-0.1					
0.13	0.55	-0.14					
0.12	0.56	-0.18					
0.13	0.56	-0.07					
0.13	0.56	0.03					
0.12	0.56	0.1					
0.11	0.56	0.16					
0.12	0.56	0.21					
0.11	0.55	0.24					
0.11	0.56	0.12					
0.1	0.56	0.17					
0.12	0.54	0.19					
0.13	0.55	0.06					
0.12	0.56	-0.03					
0.11	0.56	0.05					
0.1	0.56	0.12					
0.09	0.56	0.16					
0.1	0.56	0.19					
0.09	0.56	0.23					
0.1	0.56	0.24					
0.1	0.56	0.26					
0.09	0.56	0.26					
0.07	0.56	0.27					
0.1	0.55	0.28					
0.11	0.56	0.12					
0.12	0.55	0.16					
0.13	0.56	0.04					
0.12	0.55	0.1					
0.12	0.55	0.01					
0.13	0.55	-0.08					
0.14	0.55	-0.13					
0.13	0.56	-0.17					
0.13	0.55	-0.07					
0.15	0.56	-0.09					
0.15	0.56	0.03					
0.13	0.55	0.09					
0.11	0.55	0					
0.1	0.55	-0.06					
0.12	0.55	-0.12					
0.13	0.55	-0.16					
0.14	0.55	-0.2					
0.15	0.55	-0.23					
0.15	0.55	-0.23					
0.13	0.56	-0.25					
0.13	0.55	-0.12					
0.11	0.57	-0.17					
0.09	0.56	-0.04					
0.11	0.57	0.05					
0.09	0.56	0.11					
0.1	0.55	0.17					
0.12	0.56	0.06					
0.12	0.57	0.13					
0.12	0.55	0.17					
0.14	0.56	0.04					
0.12	0.56	0.11					
0.11	0.57	0.17					
0.1	0.57	0.21					
0.09	0.57	0.22					
0.1	0.57	0.25					
0.09	0.55	0.25					
0.08	0.55	0.12					
0.07	0.56	0					
0.08	0.55	0.09					
0.11	0.56	0.01					
0.11	0.55	0.09					
0.14	0.55	0					
0.13	0.58	0.05					
0.11	0.57	0.12					
0.11	0.57	0.18					
0.12	0.58	0.22					
0.12	0.57	0.22					
0.11	0.57	0.24					
0.12	0.57	0.26					
0.11	0.56	0.26					
0.1	0.55	0.26					
0.12	0.56	0.12					
0.12	0.54	0.17					
0.15	0.54	0.06					
0.16	0.55	-0.03					
0.16	0.56	-0.08					
0.15	0.55	0.01					
0.15	0.54	-0.08					
0.14	0.54	-0.13					
0.15	0.54	-0.17					
0.14	0.55	-0.21					
0.13	0.55	-0.24					
0.15	0.55	-0.21					
0.15	0.55	-0.23					
0.16	0.55	-0.26					
0.14	0.56	-0.26					
0.14	0.55	-0.13					
0.14	0.55	-0.15					
0.15	0.55	-0.2					
0.15	0.55	-0.23					
0.15	0.55	-0.25					
0.13	0.55	-0.26					
0.1	0.56	-0.27					
0.12	0.55	-0.13					
0.13	0.55	-0.17					
0.12	0.55	-0.21					
0.13	0.55	-0.24					
0.14	0.54	-0.25					
0.13	0.54	-0.26					
0.11	0.54	-0.15					
0.1	0.54	-0.19					
0.11	0.56	-0.23					
0.09	0.56	-0.09					
0.1	0.57	-0.04					
0.09	0.57	0.04					
0.09	0.56	0.1					
0.1	0.56	0.15					
0.11	0.55	0.19					
0.13	0.54	0.1					
0.13	0.55	-0.01					
0.11	0.56	-0.08					
0.12	0.56	0.01					
0.11	0.57	0.09					
0.12	0.56	0.13					
0.13	0.57	0.17					
0.15	0.56	0.2					
0.13	0.56	0.24					
0.1	0.55	0.25					
0.1	0.55	0.1					
0.12	0.55	0.02					
0.12	0.56	-0.07					
0.11	0.55	0.02					
0.12	0.55	-0.06					
0.13	0.55	-0.12					
0.13	0.55	-0.15					
0.15	0.54	-0.16					
0.16	0.55	-0.2					
0.14	0.55	-0.22					
0.15	0.55	-0.25					
0.16	0.57	-0.27					
0.13	0.55	-0.15					
0.11	0.55	-0.18					
0.1	0.55	-0.18					
0.1	0.56	-0.21					
0.11	0.56	-0.08					
0.11	0.55	0.01					
0.11	0.55	-0.05					
0.11	0.56	-0.13					
0.12	0.55	0					
0.15	0.55	-0.09					
0.13	0.54	-0.13					
0.13	0.55	-0.19					
0.13	0.55	-0.16					
0.13	0.56	-0.2					
0.15	0.55	-0.1					
0.13	0.55	-0.15					
0.13	0.56	-0.18					
0.13	0.55	-0.05					
0.13	0.56	-0.12					
0.1	0.55	-0.03					
0.12	0.55	-0.08					
0.12	0.55	-0.13					
0.01	0.67	-0.02					
0.04	0.64	0.05					
0.07	0.62	0.14					
0.07	0.6	0.18					
0.09	0.6	0.23					
0.11	0.58	0.25					
0.11	0.57	0.26					
0.09	0.56	0.28					
0.1	0.56	0.3					
0.13	0.55	0.29					
0.14	0.55	0.14					
0.13	0.55	0.04					
0.15	0.55	-0.03					
0.14	0.56	-0.09					
0.15	0.56	0					
0.14	0.56	0.09					
0.16	0.54	0.03					
0.15	0.55	-0.04					
0.16	0.56	0.03					
0.14	0.56	0.1					
0.14	0.55	0.14					
0.16	0.56	0.05					
0.13	0.56	0.11					
0.14	0.55	0.14					
0.14	0.55	0.04					
0.16	0.55	-0.02					
0.14	0.55	-0.1					
0.14	0.56	-0.15					
nan	nan	nan					
0.12	0.56	-0.16					
0.12	0.55	-0.06					
0.11	0.55	-0.12					
0.1	0.54	-0.16					
0.09	0.55	-0.2					
0.11	0.55	-0.22					
0.13	0.55	-0.25					
0.12	0.56	-0.26					
0.13	0.57	-0.16					
0.11	0.56	-0.04					
0.12	0.55	0.04					
0.14	0.55	-0.04					
0.12	0.55	-0.09					
0.11	0.55	-0.15					
0.12	0.56	-0.2					
0.13	0.55	-0.1					
0.13	0.56	-0.16					
0.1	0.56	-0.05					
0.11	0.56	0					
0.13	0.54	0.07					
0.15	0.55	-0.02					
0.15	0.54	-0.1					
0.15	0.54	-0.15					
0.15	0.55	-0.19					
0.13	0.56	-0.2					
0.13	0.56	-0.13					
0.11	0.56	-0.04					
0.12	0.56	0.05					
0.12	0.56	0.12					
0.14	0.56	0.17					
0.11	0.56	0.21					
0.09	0.55	0.23					
0.11	0.56	0.08					
0.11	0.57	0.09					
0.1	0.56	0.12					
0.09	0.56	0.17					
0.08	0.56	0.21					
0.07	0.55	0.24					
0.07	0.56	0.1					
0.1	0.56	0.17					
0.11	0.56	0.22					
0.12	0.55	0.25					
0.13	0.55	0.12					
0.14	0.55	0					
0.15	0.56	-0.06					
0.15	0.55	0.04					
0.14	0.55	-0.06					
0.12	0.56	-0.11					
0.13	0.55	-0.02					
0.15	0.56	-0.08					
0.14	0.56	0.02					
0.12	0.56	0.09					
0.14	0.55	0.15					
0.14	0.56	0.05					
0.14	0.56	0.08					
0.14	0.56	0.14					
0.16	0.56	0.2					
0.03	0.64	0.06					
0.03	0.62	0.13					
0.04	0.6	0.19					
0.05	0.59	0.22					
0.09	0.58	0.21					
0.09	0.58	0.22					
0.09	0.58	0.25					
0.09	0.57	0.26					
0.08	0.56	0.28					
0.09	0.56	0.3					
0.12	0.56	0.32					
0.1	0.56	0.32					
0.11	0.57	0.25					
0.12	0.57	0.19					
0.12	0.58	0.23					
0.14	0.56	0.24					
0.01	0.67	0.09					
0.03	0.64	0.14					
0.04	0.61	0.19					
0.06	0.6	0.22					
0.09	0.59	0.26					
0.11	0.58	0.26					
0.12	0.57	0.28					
0.1	0.57	0.28					
0.1	0.57	0.29					
0.1	0.55	0.31					
0.12	0.55	0.15					
0.13	0.55	0.04					
0.12	0.56	-0.04					
0.13	0.55	0.03					
0.12	0.56	-0.06					
0.11	0.56	0.03					
0.12	0.55	0.09					
0.12	0.55	-0.01					
0.14	0.55	-0.06					
0.13	0.56	-0.13					
0.12	0.55	-0.02					
0.14	0.54	-0.07					
0.06	0.61	-0.02					
0.07	0.6	0.07					
0.1	0.6	0.13					
0.12	0.58	0.17					
0.12	0.57	0.21					
0.1	0.56	0.23					
0.09	0.55	0.26					
0.12	0.54	0.13					
0.14	0.54	0.05					
0.12	0.56	-0.05					
0.14	0.55	0.03					
0.12	0.55	-0.06					
0.12	0.55	-0.11					
0.13	0.55	-0.16					
0.14	0.56	-0.2					
0.15	0.62	-0.26					
0.14	0.6	-0.12					
0.13	0.6	-0.03					
0.12	0.59	0.05					
0.11	0.57	0.13					
0.12	0.57	0.17					
0.13	0.56	0.21					
0.11	0.56	0.23					
0.11	0.56	0.24					
0.11	0.55	0.26					
0.13	0.56	0.14					
0.14	0.56	0.18					
0.13	0.56	0.21					
0.14	0.57	0.23					
0.12	0.57	0.25					
0.14	0.57	0.27					
0.13	0.57	0.29					
0.15	0.58	0.29					
0.13	0.58	0.3					
0.14	0.56	0.3					
0.13	0.55	0.3					
0.13	0.55	0.16					
0.16	0.54	0.18					
0.13	0.55	0.07					
0.13	0.54	-0.01					
0.13	0.55	-0.08					
0.14	0.56	-0.14					
0.11	0.56	-0.03					
0.12	0.57	0.07					
0.12	0.56	0.11					
0.12	0.55	0.16					
0.12	0.55	0.03					
0.14	0.55	-0.04					
0.15	0.56	-0.11					
0.15	0.57	0					
0.13	0.56	0.08					
0.11	0.56	0.12					
0.11	0.57	0.04					
0.13	0.56	-0.02					
0.12	0.56	0.05					
0.11	0.56	0.11					
0.12	0.58	0.03					
0.11	0.57	0.08					
0.11	0.57	0.14					
0.13	0.57	0.2					
0.14	0.57	0.24					
0.13	0.59	0.13					
0.12	0.58	0.18					
0.13	0.57	0.21					
0.14	0.56	0.22					
0.14	0.55	0.23					
0.15	0.55	0.09					
0.13	0.55	-0.01					
0.12	0.55	-0.09					
0.11	0.56	-0.13					
0.12	0.55	-0.02					
0.14	0.55	-0.07					
0.11	0.55	-0.13					
0.11	0.56	-0.16					
0.1	0.55	-0.05					
0.11	0.55	-0.1					
0.11	0.57	-0.16					
0.1	0.57	-0.04					
0.1	0.57	0.05					
0.11	0.57	0.13					
0.1	0.57	0.16					
0.1	0.56	0.19					
0.1	0.57	0.21					
0.1	0.56	0.24					
0.09	0.56	0.25					
0.1	0.56	0.25					
0.12	0.56	0.26					
0.1	0.56	0.28					
0.11	0.55	0.29					
0.12	0.55	0.13					
0.12	0.56	0.01					
0.12	0.54	0.08					
0.02	0.66	0.15					
0.05	0.65	0.21					
0.05	0.63	0.23					
0.07	0.62	0.27					
0.09	0.59	0.29					
0.1	0.58	0.27					
0.11	0.56	0.27					
0.12	0.57	0.24					
0.12	0.57	0.27					
0.11	0.56	0.28					
0.1	0.55	0.26					
0.11	0.55	0.13					
0.11	0.54	0.05					
0.14	0.55	-0.02					
0.13	0.54	-0.09					
0.14	0.55	-0.13					
0.13	0.56	-0.17					
0.11	0.56	-0.05					
0.13	0.55	0.02					
0.01	0.64	0.1					
0.05	0.63	0.16					
0.05	0.6	0.19					
0.08	0.59	0.22					
0.1	0.58	0.23					
0.11	0.58	0.21					
0.12	0.58	0.17					
0.1	0.57	0.21					
0.1	0.56	0.24					
0.13	0.55	0.22					
0.14	0.56	0.1					
0.14	0.55	0.15					
0.16	0.55	0.03					
0.14	0.57	0.04					
0.12	0.56	0.11					
0.11	0.57	0.15					
0.12	0.57	0.18					
0.11	0.57	0.22					
0.08	0.61	0.07					
0.11	0.58	0.12					
0.12	0.58	0.17					
0.14	0.58	0.15					
0.12	0.59	0.19					
0.14	0.57	0.2					
0.12	0.58	0.24					
0.1	0.57	0.25					
0.08	0.56	0.27					
0.09	0.56	0.3					
0.09	0.55	0.29					
0.09	0.54	0.15					
0.09	0.55	0.04					
0.11	0.55	-0.04					
0.12	0.56	-0.09					
0	0.64	-0.16					
0.01	0.62	-0.04					
0.05	0.6	0.03					
0.06	0.58	0.1					
0.06	0.58	0.16					
0.09	0.57	0.21					
0.1	0.55	0.23					
0.1	0.56	0.1					
0.11	0.56	0.17					
0.12	0.55	0.16					
0.12	0.56	0.06					
0.11	0.55	0.11					
0.13	0.55	0.01					
0.11	0.56	-0.06					
0.1	0.55	0.02					
0.12	0.55	-0.03					
0.13	0.55	-0.1					
0.14	0.54	-0.15					
0.17	0.55	-0.18					
0.14	0.56	-0.2					
0.14	0.56	-0.07					
0.13	0.55	0.02					
0.11	0.56	-0.06					
0.12	0.56	0.06					
0.11	0.55	0.11					
0.09	0.56	0.02					
0.11	0.56	0.05					
0.11	0.56	0.12					
0.12	0.55	0.17					
0.12	0.56	0.04					
0.1	0.56	0.11					
0.08	0.56	0.16					
0.1	0.57	0.22					
0.1	0.56	0.25					
0.11	0.56	0.27					
0.09	0.56	0.26					
0.09	0.55	0.27					
0.1	0.56	0.11					
-0.02	0.66	0					
-0.01	0.61	0.08					
-0.01	0.6	0.14					
0.01	0.58	0.17					
0.03	0.57	0.22					
0.06	0.58	0.25					
0.09	0.57	0.24					
0.11	0.57	0.26					
0.12	0.57	0.28					
0.13	0.55	0.28					
0.13	0.55	0.13					
0.14	0.55	0.03					
0.15	0.56	-0.04					
0.14	0.56	0.04					
0.14	0.55	0.09					
0.05	0.64	0.15					
0.07	0.62	0.2					
0.07	0.59	0.22					
0.07	0.59	0.25					
0.09	0.57	0.25					
0.11	0.57	0.26					
0.11	0.56	0.28					
0.12	0.57	0.22					
0.14	0.55	0.22					
0.14	0.55	0.12					
0.15	0.55	0.04					
0.13	0.55	-0.04					
0.12	0.56	-0.12					
0.14	0.55	-0.03					
0.13	0.57	-0.09					
0.14	0.57	-0.07					
0.12	0.57	0.02					
0.13	0.56	0.08					
0.14	0.55	0.12					
0.14	0.56	0.02					
0.12	0.55	0.07					
0.13	0.56	-0.03					
0.12	0.56	0.06					
0.14	0.55	0.11					
0.15	0.55	0					
0.17	0.55	-0.07					
0.16	0.55	-0.13					
0.15	0.55	-0.18					
0.15	0.55	-0.2					
0.14	0.56	-0.23					
0.13	0.56	-0.1					
0.12	0.56	0.02					
0.13	0.55	0.07					
0.13	0.55	-0.02					
0.14	0.56	-0.1					
0.14	0.56	0.01					
0.13	0.55	0.08					
0.11	0.56	-0.02					
0.12	0.56	0.07					
0.14	0.54	0.11					
0.15	0.55	0.01					
0.16	0.56	-0.07					
0.14	0.56	0.02					
0.13	0.55	0.08					
0.14	0.56	0					
0.13	0.56	0.08					
0.14	0.56	0.13					
0.12	0.57	0.18					
0.14	0.57	0.22					
0.11	0.56	0.24					
-0.01	0.64	0.1					
0.02	0.63	0.17					
0.06	0.62	0.2					
0.07	0.61	0.18					
0.11	0.6	0.17					
0.11	0.58	0.22					
0.1	0.57	0.25					
0.11	0.56	0.27					
0.1	0.55	0.28					
0.1	0.56	0.13					
0.08	0.55	0.17					
0.09	0.56	0.05					
0.1	0.55	0.12					
0.11	0.56	0.01					
0.13	0.55	0.09					
0.12	0.55	-0.01					
0.12	0.55	-0.07					
0.01	0.64	0.03					
0.04	0.63	0.11					
0.06	0.6	0.15					
0.07	0.6	0.2					
0.08	0.58	0.22					
0.1	0.57	0.23					
0.11	0.56	0.26					
0.09	0.55	0.25					
0.09	0.56	0.12					
0.11	0.55	0.17					
0.1	0.55	0.05					
0.1	0.55	-0.04					
0.11	0.55	-0.05					
0.13	0.55	-0.12					
0.13	0.55	-0.16					
0.13	0.55	-0.2					
0.12	0.55	-0.22					
0.12	0.55	-0.25					
0.12	0.56	-0.27					
0.13	0.56	-0.11					
0.13	0.56	0					
0.13	0.57	-0.03					
0.14	0.57	0.06					
0.13	0.57	0.12					
0.14	0.55	0.14					
0.14	0.55	0.04					
0.12	0.54	-0.05					
0.11	0.54	-0.12					
0.12	0.55	-0.18					
0.11	0.56	-0.21					
0.13	0.57	-0.07					
0.12	0.56	0.01					
0.12	0.59	-0.06					
0.11	0.57	0.03					
0.02	0.62	-0.06					
0.05	0.59	0.05					
0.06	0.58	0.1					
0.08	0.58	0.17					
0.1	0.57	0.21					
0.09	0.57	0.22					
0.09	0.55	0.23					
0.08	0.55	0.1					
0.08	0.56	0.01					
0.09	0.56	0.1					
0.1	0.54	0.05					
0.13	0.54	-0.04					
0.12	0.54	-0.1					
0.11	0.55	-0.15					
0.12	0.56	-0.19					
0.11	0.56	-0.05					
0.14	0.56	-0.02					
0.15	0.56	0.05					
0.15	0.55	0.07					
0.12	0.55	-0.02					
0.13	0.56	-0.08					
0.15	0.55	0					
0.11	0.56	-0.08					
0.11	0.56	-0.03					
0.11	0.55	0.05					
0.13	0.55	-0.03					
0.15	0.55	-0.1					
0.16	0.55	-0.15					
