-0.01	1.34	0.07						
0.04	1.36	-0.03						
-0.02	1.35	0.01						
0.08	1.37	-0.09						
0.03	1.36	0.03						
-0.02	1.34	0.1						
0.04	1.37	-0.05						
0	1.35	0.07						
0.03	1.37	-0.08						
0	1.36	0.05						
-0.17	1.31	0.14						
-0.3	1.26	0.16						
-0.35	1.24	0.23						
-0.44	1.2	0.24						
-0.26	1.26	0.09						
-0.14	1.3	-0.03						
-0.08	1.32	-0.09						
-0.22	1.28	-0.02						
-0.12	1.32	-0.1						
-0.02	1.34	-0.16						
-0.16	1.3	-0.03						
-0.04	1.34	-0.12						
-0.2	1.29	0						
-0.14	1.33	-0.02						
-0.06	1.36	-0.1						
0.01	1.37	-0.15						
-0.01	1.36	0.01						
0.06	1.37	-0.06						
0.03	1.36	0.06						
-0.02	1.34	0.1						
-0.21	1.28	0.09						
-0.08	1.32	-0.03						
0.01	1.35	-0.13						
0.01	1.36	-0.12						
-0.02	1.34	-0.01						
0.05	1.36	-0.1						
-0.01	1.34	-0.02						
0.08	1.36	-0.11						
0.06	1.36	-0.12						
0.01	1.35	-0.02						
-0.03	1.33	0.01						
0.02	1.35	-0.06						
0	1.34	0.06						
-0.12	1.31	0.1						
-0.04	1.34	0						
0.04	1.36	-0.09						
0.03	1.36	-0.1						
0.05	1.37	-0.15						
0.06	1.37	-0.18						
0	1.35	-0.07						
0.01	1.36	-0.11						
0.01	1.36	-0.01						
-0.02	1.35	0.03						
-0.02	1.37	-0.02						
0.05	1.39	-0.12						
0.01	1.38	0.02						
0.05	1.39	-0.07						
-0.01	1.36	-0.03						
0.04	1.38	-0.1						
0.07	1.38	-0.12						
0.07	1.39	-0.2						
0.04	1.38	-0.12						
0.01	1.37	0						
-0.03	1.35	0.06						
0.01	1.37	-0.01						
0	1.36	0.08						
0.07	1.38	-0.02						
0.02	1.36	0.05						
0.06	1.37	-0.05						
0.03	1.36	0.06						
0.02	1.36	-0.01						
0.03	1.37	-0.1						
0.03	1.38	-0.17						
0.05	1.38	-0.17						
0.01	1.39	-0.13						
-0.06	1.36	0.02						
-0.05	1.38	-0.03						
0	1.38	-0.06						
-0.01	1.38	-0.09						
0.02	1.38	-0.14						
-0.03	1.35	-0.06						
0.06	1.38	-0.11						
0.05	1.38	-0.16						
0.02	1.36	-0.06						
-0.01	1.35	0.07						
0.02	1.36	-0.01						
0	1.35	0.1						
-0.02	1.34	0.19						
0.03	1.36	0.06						
0.01	1.35	0.15						
0	1.35	0.16						
-0.11	1.32	0.17						
-0.03	1.34	0.05						
0.01	1.35	-0.03						
0.02	1.37	-0.13						
0	1.35	0.03						
0.04	1.37	-0.06						
-0.01	1.35	0.01						
0.01	1.35	-0.01						
-0.06	1.33	0.1						
-0.15	1.3	0.07						
-0.12	1.34	0.01						
-0.02	1.37	-0.1						
-0.19	1.32	0.03						
-0.12	1.33	0						
-0.03	1.35	-0.09						
0.04	1.37	-0.13						
0	1.35	-0.05						
0.04	1.36	-0.09						
0.04	1.36	-0.01						
0.01	1.36	0.1						
-0.03	1.35	0.15						
-0.03	1.35	-0.02						
-0.19	1.29	0.08						
-0.11	1.32	0.05						
-0.05	1.33	-0.03						
-0.18	1.29	0.01						
-0.09	1.32	-0.06						
0	1.35	-0.16						
0.04	1.37	-0.24						
-0.01	1.36	-0.09						
0.04	1.38	-0.13						
0.04	1.37	-0.03						
-0.01	1.36	0.06						
0.03	1.37	-0.02						
-0.02	1.35	0.11	9280	-0.2	1.29	0.15	80	x03
-0.12	1.31	0.06						
-0.05	1.33	-0.03						
0.02	1.36	-0.13						
-0.01	1.35	0.02						
-0.15	1.31	0.06						
-0.26	1.27	0.12						
-0.11	1.32	0.04						
-0.03	1.34	-0.05						
0.02	1.37	-0.11						
-0.04	1.34	0.02						
0.05	1.37	-0.08						
-0.01	1.34	-0.01						
-0.13	1.3	0.08						
0.01	1.34	0						
-0.05	1.33	0						
0.01	1.35	-0.07						
0.03	1.36	-0.13						
0.06	1.38	-0.19						
0.05	1.39	-0.22						
0	1.37	-0.12						
-0.03	1.35	-0.03						
-0.17	1.31	0.06						
-0.09	1.33	-0.02						
-0.01	1.35	-0.09						
-0.19	1.31	0.01						
-0.16	1.32	-0.04						
-0.07	1.34	-0.1						
-0.01	1.36	-0.18						
0.04	1.38	-0.23						
0.04	1.38	-0.26						
0.01	1.36	-0.08						
0.01	1.37	-0.12						
-0.01	1.36	0.02						
0.04	1.37	-0.07						
0.01	1.36	0.07						
-0.01	1.35	0.14						
0.05	1.37	0.01						
0.02	1.36	0.1						
-0.02	1.35	0.16						
0.02	1.36	0.05						
0	1.36	0.08						
-0.13	1.31	0.15						
-0.27	1.27	0.21						
-0.16	1.31	0.09						
-0.28	1.27	0.12						
-0.17	1.32	0						
-0.2	1.3	0.11						
-0.13	1.32	0.04						
-0.07	1.34	-0.05						
0.02	1.36	-0.15						
-0.03	1.35	-0.09						
0.04	1.37	-0.15						
-0.01	1.35	0.01						
0	1.36	-0.13						
0.03	1.37	-0.23						
-0.02	1.36	-0.09						
0.08	1.38	-0.11						
0.03	1.36	0.02						
0.02	1.37	-0.02						
-0.01	1.35	0.07						
-0.1	1.32	0.14						
-0.06	1.34	0.05						
-0.03	1.35	-0.02						
0.01	1.36	-0.09						
-0.02	1.34	0.01						
0.02	1.36	-0.06						
0.03	1.37	-0.16						
0	1.35	-0.02						
-0.03	1.34	0.03						
-0.02	1.35	-0.01						
-0.19	1.3	0.05						
-0.09	1.33	0						
-0.21	1.29	0.06						
-0.3	1.27	0.14						
-0.18	1.3	0.04						
-0.12	1.33	-0.05						
-0.01	1.36	-0.13						
0.06	1.38	-0.16						
-0.01	1.36	0						
0.06	1.38	-0.08						
0.01	1.36	0						
0.05	1.37	-0.06						
0.01	1.35	0.04						
-0.06	1.34	0.15						
0.02	1.36	0						
0.02	1.36	0.06						
-0.06	1.34	0.14						
0.04	1.37	0.02						
-0.02	1.34	0.14						
-0.19	1.3	0.19						
-0.11	1.32	0.09						
-0.04	1.34	0						
-0.16	1.3	0.07						
-0.06	1.34	0.02						
-0.03	1.35	-0.04						
-0.2	1.28	0						
-0.34	1.24	0.03						
-0.21	1.28	-0.04						
-0.09	1.32	-0.16						
-0.06	1.34	-0.18						
0.05	1.37	-0.23						
0.01	1.36	-0.09						
-0.06	1.33	0.04						
0.02	1.35	-0.11						
-0.02	1.34	-0.05						
0.03	1.35	-0.08						
-0.05	1.33	0.02						
0.01	1.36	-0.03						
-0.03	1.34	0.01						
-0.01	1.35	-0.05						
0.04	1.37	-0.09						
0	1.36	0.04						
0.05	1.38	-0.05						
-0.03	1.36	0.05						
-0.01	1.36	0.02						
-0.14	1.32	0.09						
-0.06	1.33	0.06						
0.02	1.35	-0.03						
-0.02	1.34	0.08						
0.01	1.36	-0.05						
0.01	1.37	-0.1						
-0.04	1.34	0.04						
0.01	1.36	-0.05						
-0.02	1.34	0.02						
0.03	1.35	-0.04						
0.01	1.34	0.05						
-0.03	1.32	0.09						
-0.15	1.3	0.17						
-0.28	1.26	0.18						
-0.17	1.3	0.01						
-0.04	1.34	-0.09						
0.02	1.35	-0.14						
0.05	1.36	-0.19						
0.03	1.37	-0.23						
-0.01	1.36	-0.1						
0.05	1.37	-0.2						
0.03	1.35	-0.06						
0.05	1.36	-0.12						
0.07	1.37	-0.18						
0.02	1.36	-0.06						
-0.01	1.35	0.03						
0.04	1.36	-0.04						
0.02	1.37	-0.1						
0.05	1.37	-0.15						
0.02	1.35	-0.03						
-0.03	1.34	-0.01						
-0.17	1.3	0.04						
-0.27	1.27	0.1						
-0.14	1.31	0.02						
-0.05	1.33	-0.02						
0.01	1.35	-0.12						
-0.03	1.34	-0.01						
0.03	1.36	-0.07						
-0.02	1.34	-0.04						
0.03	1.36	-0.11						
-0.04	1.34	0.04						
-0.18	1.3	0.11						
-0.08	1.33	0.02						
0	1.36	-0.03						
0.01	1.36	-0.11						
-0.01	1.35	-0.03						
0.04	1.36	-0.09						
0	1.35	0.03						
-0.02	1.34	0.1						
0.06	1.37	-0.04						
0.02	1.36	0.08						
-0.02	1.35	0.14						
0.03	1.36	0.05						
0	1.35	0.12						
0	1.36	0.01						
0.04	1.37	-0.05						
0	1.36	0.07						
-0.02	1.35	0.13						
0.04	1.37	-0.04						
0.03	1.37	0.05						
-0.02	1.35	0.1						
0.05	1.37	-0.04						
-0.01	1.35	0.01						
0.05	1.37	-0.07						
-0.02	1.35	0.03						
0.05	1.37	-0.05						
0	1.35	0.02						
-0.09	1.32	0.12						
-0.01	1.35	0.02						
0.07	1.37	-0.08						
0.02	1.36	0.04						
-0.02	1.34	0.09						
-0.16	1.3	0.12						
-0.26	1.27	0.2						
-0.13	1.31	0.08						
-0.2	1.3	0.14						
-0.11	1.32	0.07						
-0.02	1.35	-0.03						
-0.15	1.31	0.05						
-0.07	1.33	-0.04						
-0.04	1.35	-0.06						
0.08	1.38	-0.12						
0.07	1.38	-0.15						
0.06	1.38	-0.19						
0.02	1.36	-0.09						
-0.02	1.34	0						
-0.19	1.29	0.04						
-0.11	1.32	0						
-0.06	1.33	-0.06						
-0.05	1.35	-0.11						
0.01	1.36	-0.11						
0.01	1.36	-0.03						
-0.01	1.35	0.07						
-0.14	1.32	0.14						
-0.06	1.34	0.01						
0.02	1.36	-0.06						
-0.03	1.35	0						
-0.02	1.35	-0.03						
-0.15	1.32	0.06						
-0.09	1.34	-0.02						
-0.17	1.31	0.07						
-0.08	1.34	0						
0.01	1.36	-0.06						
-0.02	1.35	0.02						
-0.18	1.31	0.11						
-0.06	1.34	0.01						
0.03	1.37	-0.09						
-0.02	1.34	-0.03						
nan	nan	nan						
-0.06	1.33	0.01						
-0.19	1.29	0.03						
-0.11	1.32	-0.06						
-0.04	1.34	-0.13						
0.03	1.36	-0.17						
0.03	1.36	-0.2						
0.03	1.37	-0.21						
0	1.35	-0.07						
0.06	1.37	-0.15						
0.08	1.37	-0.25						
0.06	1.38	-0.23						
0.02	1.36	-0.09						
-0.01	1.34	0.01						
0.02	1.35	-0.04						
0.02	1.37	-0.11						
-0.01	1.36	0.03						
0.07	1.38	-0.06						
0.04	1.36	0.04						
0	1.36	0.14						
0.01	1.36	0.03						
-0.03	1.35	0.11						
0.02	1.37	0.04						
-0.01	1.36	0.14						
0.02	1.36	0.07						
-0.05	1.34	0.17						
-0.21	1.29	0.21						
-0.13	1.31	0.12						
-0.03	1.34	-0.01						
0.06	1.37	-0.1						
0.02	1.36	0.01						
0.01	1.37	-0.06						
-0.04	1.35	0.04						
-0.21	1.3	0.06						
-0.09	1.33	-0.03						
-0.03	1.34	-0.09						
-0.2	1.28	0						
-0.11	1.31	-0.07						
-0.05	1.33	-0.09						
0.03	1.35	-0.15						
0.02	1.37	-0.18						
-0.03	1.35	-0.07						
-0.01	1.36	-0.11						
0.05	1.38	-0.14						
0.05	1.39	-0.19						
0.01	1.37	-0.08						
-0.01	1.35	0.03						
0.07	1.38	-0.07						
0.02	1.36	0						
0.05	1.37	-0.08						
0.02	1.36	0.01						
-0.01	1.35	0.08						
0.03	1.36	0.05						
-0.01	1.35	0.09						
0.06	1.38	-0.03						
0	1.36	0.03						
-0.03	1.34	0.09						
-0.2	1.3	0.14						
-0.07	1.34	0.02						
-0.03	1.36	-0.12						
0.04	1.37	-0.14						
0.05	1.37	-0.19						
0.06	1.38	-0.21						
0.02	1.37	-0.06						
0	1.35	0.04						
-0.02	1.34	0.13						
0.03	1.36	0.02						
0	1.35	0.09						
0.06	1.37	0						
0.05	1.37	-0.05						
0.01	1.34	0.01						
-0.04	1.33	0.08						
0.02	1.34	-0.02						
-0.03	1.32	0.08						
0.03	1.34	-0.01						
-0.01	1.32	0.06						
-0.14	1.3	0.06						
-0.03	1.33	-0.05						
0.02	1.35	-0.12						
0.04	1.35	-0.13						
-0.02	1.34	-0.03						
-0.16	1.29	0.07						
-0.05	1.33	-0.03						
-0.02	1.34	-0.08						
0.05	1.36	-0.17						
-0.02	1.34	-0.08						
0.01	1.35	-0.13						
-0.01	1.35	0.02						
0.03	1.36	-0.07						
0	1.34	0.05						
-0.18	1.29	0.11						
-0.09	1.32	0.03						
-0.2	1.28	0.11						
-0.33	1.23	0.18						
-0.42	1.21	0.19						
-0.42	1.21	0.17						
-0.3	1.26	0.07						
-0.2	1.28	-0.01						
-0.12	1.31	-0.09						
-0.18	1.3	0.04						
-0.1	1.32	0						
-0.02	1.33	-0.11						
-0.19	1.28	0.01						
-0.1	1.31	-0.04						
-0.22	1.27	0.05						
-0.11	1.3	0						
-0.03	1.32	-0.08						
0.03	1.33	-0.12						
0.03	1.33	-0.08						
0	1.33	0.06						
-0.04	1.31	0.12						
0.02	1.34	0.02						
-0.01	1.33	0.09						
0.03	1.34	0.01						
0.02	1.35	-0.06						
0.04	1.35	-0.18						
-0.01	1.34	-0.05						
0.05	1.37	-0.1						
0	1.34	-0.02						
-0.18	1.29	0.06						
-0.08	1.31	-0.02						
-0.2	1.27	0.06						
-0.1	1.31	-0.06						
-0.22	1.27	0.04						
-0.1	1.31	-0.09						
-0.03	1.33	-0.13						
0.02	1.35	-0.2						
-0.03	1.33	-0.1						
0.01	1.34	-0.16						
-0.02	1.33	0						
0.08	1.36	-0.08						
0.04	1.35	0.06						
0	1.34	0.14						
0.04	1.35	0.01						
-0.02	1.33	0.13						
0.04	1.35	0.03						
-0.02	1.32	0.14						
0.03	1.35	0.02						
-0.01	1.33	0.1						
0.09	1.36	-0.02						
0.03	1.35	0.11						
0	1.34	0.17						
-0.01	1.35	0.05						
0.05	1.36	-0.05						
0.01	1.34	0.03						
-0.03	1.34	0.13						
0.01	1.35	0.02						
-0.01	1.35	0.13						
-0.1	1.33	0.17						
-0.09	1.33	0.05						
-0.04	1.35	-0.04						
-0.19	1.31	0.03						
-0.23	1.29	0.09						
-0.14	1.31	-0.01						
-0.08	1.33	-0.06						
-0.2	1.29	0.04						
-0.1	1.32	-0.05						
-0.03	1.33	-0.11						
0.03	1.35	-0.18						
-0.02	1.34	-0.04						
0.04	1.36	-0.09						
-0.01	1.34	-0.01						
0.03	1.36	-0.09						
-0.01	1.35	0.02						
0.08	1.37	-0.08						
0	1.34	0.04						
0.03	1.35	-0.01						
0.02	1.35	0.05						
-0.03	1.34	0.13						
-0.04	1.36	-0.01						
-0.05	1.36	-0.14						
-0.06	1.36	-0.19						
0	1.36	-0.23						
0.02	1.37	-0.23						
0	1.34	-0.07						
-0.03	1.32	0.02						
0.04	1.34	-0.09						
0.03	1.34	-0.16						
0.03	1.35	-0.2						
-0.02	1.33	-0.09						
0.03	1.35	-0.17						
-0.01	1.34	-0.07						
0.03	1.35	-0.13						
-0.01	1.34	-0.01						
0.03	1.35	-0.04						
-0.02	1.33	0.02						
0.07	1.36	-0.08						
0.01	1.34	0						
-0.02	1.33	0.11						
0.04	1.35	-0.01						
0.05	1.37	-0.1						
0	1.35	0.03						
-0.05	1.34	0.14						
-0.01	1.35	0.03						
0.05	1.36	-0.06						
0.07	1.37	-0.17						
0.02	1.36	-0.02						
0.01	1.35	0.02						
0.02	1.36	-0.04						
0	1.36	-0.01						
-0.04	1.35	0.05						
-0.17	1.31	0.1						
-0.11	1.33	0.02						
-0.05	1.34	-0.04						
0.02	1.36	-0.11						
-0.04	1.34	0.03						
0.03	1.36	-0.07						
-0.02	1.34	0.01						
-0.16	1.3	0.08						
-0.25	1.27	0.14						
-0.16	1.3	0.02						
-0.09	1.33	-0.02						
-0.08	1.34	-0.08						
0.02	1.36	-0.16						
-0.03	1.35	-0.05						
0	1.36	-0.1						
0.04	1.37	-0.09						
0.05	1.37	-0.19						
0.01	1.35	-0.06						
-0.03	1.33	0.05						
0.04	1.35	-0.04						
0.01	1.34	0.08						
-0.02	1.34	0.18						
0	1.35	0.07						
0.01	1.36	-0.03						
-0.02	1.34	0.08						
-0.16	1.31	0.12						
-0.08	1.34	0.02						
-0.05	1.35	-0.02						
0.03	1.37	-0.11						
-0.01	1.36	0.03						
-0.16	1.31	0.11						
-0.07	1.33	0						
0.01	1.34	-0.08						
-0.03	1.34	0.04						
0.04	1.35	-0.05						
-0.02	1.34	0.05						
0.04	1.36	-0.03						
0	1.35	0.06						
-0.01	1.36	-0.01						
0.07	1.39	-0.09						
0.03	1.37	0.03						
-0.02	1.35	0.08						
-0.11	1.32	0.12						
-0.08	1.33	0.01						
-0.21	1.3	0.07						
-0.3	1.27	0.09						
-0.14	1.31	-0.03						
-0.24	1.28	0						
-0.1	1.32	-0.09						
-0.02	1.34	-0.18						
0.04	1.35	-0.2						
0.01	1.35	-0.08						
-0.02	1.34	0.05						
0.06	1.36	-0.06						
0.01	1.35	0.07						
0	1.36	-0.02						
0.03	1.37	-0.08						
0	1.35	0.05						
0.05	1.37	-0.04						
0	1.34	0.06						
-0.17	1.29	0.12						
-0.03	1.33	0.03						
0.02	1.36	-0.08						
-0.03	1.34	0						
0.05	1.37	-0.1						
-0.02	1.35	0						
0.06	1.38	-0.11						
0.01	1.35	0.01						
-0.04	1.34	0.07						
-0.22	1.29	0.08						
-0.12	1.32	-0.04						
-0.2	1.3	0.02						
-0.11	1.34	-0.11						
-0.04	1.35	-0.13						
0.04	1.37	-0.18						
-0.01	1.36	-0.08						
0.03	1.36	-0.13						
0.03	1.37	-0.18						
-0.01	1.34	-0.06						
0.05	1.36	-0.15						
0.01	1.36	-0.24						
0.01	1.37	-0.32						
-0.03	1.34	-0.24						
0.03	1.36	-0.25						
-0.02	1.34	-0.12						
0.01	1.35	-0.22						
0.03	1.37	-0.25						
0.05	1.38	-0.29						
-0.01	1.37	-0.16						
0	1.39	-0.13						
0.04	1.38	-0.17						
0	1.38	-0.02						
0.02	1.37	-0.05						
0.02	1.38	-0.11						
0.03	1.38	-0.13						
0	1.37	-0.03						
-0.06	1.35	0.03						
-0.05	1.36	-0.05						
-0.14	1.33	0.02						
-0.06	1.35	-0.08						
-0.06	1.36	-0.1						
0.03	1.38	-0.15						
0.04	1.38	-0.19						
0.02	1.37	-0.12						
-0.01	1.36	0.02						
0.03	1.37	-0.02						
0.01	1.37	-0.1						
-0.05	1.36	-0.02						
0.02	1.37	-0.1						
-0.01	1.35	0.02						
0.06	1.37	-0.08						
0.01	1.36	0.01						
0.01	1.37	-0.06						
0.02	1.37	-0.11						
-0.06	1.34	0.03						
-0.01	1.36	-0.06						
0.04	1.37	-0.09						
0.03	1.36	-0.03						
0.01	1.35	0.1						
0.03	1.36	0.04						
-0.01	1.34	0.08						
0.05	1.37	-0.04						
0.01	1.36	0						
0.02	1.36	-0.06						
-0.01	1.35	0.02						
0.04	1.36	-0.07						
0.03	1.37	0						
0.02	1.36	0.03						
-0.01	1.36	0.14						
0.02	1.36	0.02						
-0.01	1.34	0.07						
0	1.35	-0.03						
-0.02	1.35	0.1						
-0.16	1.31	0.12						
-0.08	1.33	0.08						
-0.05	1.36	0.04						
0.03	1.39	-0.06						
0.05	1.4	-0.13						
0	1.37	-0.04						
-0.04	1.35	0.01						
-0.02	1.35	-0.04						
0.04	1.37	-0.13						
0	1.35	0						
-0.03	1.35	0.1						
0.05	1.37	0						
0.01	1.36	0.11						
0.01	1.37	0.06						
0.02	1.36	0.07						
-0.05	1.35	0.17						
0.02	1.36	0.06						
0.04	1.37	-0.05						
-0.02	1.36	-0.01						
0.02	1.36	-0.09						
-0.02	1.35	-0.01						
0.05	1.38	-0.13						
0.04	1.38	-0.18						
-0.03	1.36	-0.02						
0.02	1.36	-0.08						
-0.06	1.34	0.05						
-0.03	1.35	-0.05						
0.02	1.36	-0.15						
-0.03	1.35	-0.08						
0.06	1.37	-0.16						
0.01	1.36	-0.03						
-0.03	1.35	0.08						
-0.16	1.32	0.15						
-0.29	1.28	0.22						
-0.36	1.26	0.22						
-0.42	1.24	0.22						
-0.23	1.29	0.13						
-0.35	1.25	0.13						
-0.25	1.29	0						
-0.33	1.26	0.04						
-0.2	1.3	-0.05						
-0.07	1.34	-0.1						
-0.01	1.36	-0.1						
-0.14	1.31	0.01						
-0.04	1.34	-0.06						
0.02	1.35	-0.1						
0.02	1.36	-0.17						
0.02	1.36	-0.17						
0.01	1.37	-0.22						
-0.03	1.36	-0.11						
0.03	1.37	-0.14						
0.05	1.38	-0.19						
0.04	1.38	-0.18						
0.03	1.37	-0.19						
-0.01	1.36	-0.04						
0	1.37	-0.06						
0.06	1.39	-0.16						
0.01	1.36	-0.07						
-0.02	1.35	0.04						
-0.19	1.3	0.1						
-0.28	1.26	0.14						
-0.15	1.31	0.01						
-0.29	1.27	0.11						
-0.35	1.25	0.19						
-0.24	1.28	0.07						
-0.15	1.3	-0.03						
-0.02	1.34	-0.11						
0.04	1.35	-0.13						
0.01	1.35	0.01						
-0.04	1.33	0.07						
0.02	1.34	-0.01						
-0.01	1.32	0.06						
0.08	1.35	-0.03						
0	1.33	0.07						
0.04	1.34	-0.03						
-0.03	1.31	0.08						
-0.2	1.27	0.14						
-0.12	1.31	0.02						
-0.04	1.34	-0.07						
-0.21	1.29	0.03						
-0.1	1.32	-0.04						
-0.04	1.34	-0.11						
-0.21	1.29	0.01						
-0.15	1.32	-0.05						
-0.27	1.29	0.01						
-0.2	1.31	-0.05						
-0.08	1.34	-0.11						
0	1.36	-0.19						
0.07	1.38	-0.21						
0.09	1.39	-0.22						
0.05	1.36	-0.07						
0.05	1.38	-0.15						
0.01	1.36	0.01						
-0.03	1.34	0.07						
0.03	1.36	-0.01						
0.02	1.35	0.1						
-0.01	1.34	0.18						
0.02	1.35	0.09						
-0.02	1.34	0.14						
0.03	1.36	0.03						
0	1.35	0.13						
-0.18	1.3	0.19						
-0.06	1.34	0.05						
0	1.36	0.01						
-0.03	1.35	0.09						
-0.01	1.36	-0.02						
-0.01	1.36	-0.09						
-0.15	1.32	0						
-0.22	1.3	0.01						
-0.11	1.34	-0.08						
0	1.37	-0.15						
0.03	1.37	-0.17						
-0.03	1.35	-0.08						
0.03	1.36	-0.19						
-0.02	1.35	-0.06						
0.03	1.36	-0.11						
0	1.35	-0.01						
-0.05	1.36	-0.03						
-0.01	1.37	-0.07						
-0.18	1.31	0.04						
-0.08	1.34	-0.08						
-0.02	1.35	-0.1						
-0.17	1.31	-0.03						
-0.08	1.34	-0.11						
-0.01	1.36	-0.14						
0.07	1.39	-0.21						
0.04	1.36	-0.07						
0.06	1.37	-0.13						
0.03	1.36	0						
-0.01	1.35	0.1						
-0.13	1.31	0.12						
-0.06	1.34	-0.03						
-0.19	1.3	0.06						
-0.24	1.29	0.14						
-0.14	1.32	0.02						
-0.05	1.35	-0.07						
0.04	1.37	-0.14						
0.03	1.38	-0.16						
0.01	1.36	-0.01						
-0.02	1.35	0.06						
0.05	1.37	-0.02						
-0.01	1.35	0.01						
0.08	1.37	-0.06						
0.03	1.36	0.03						
0	1.34	0.1						
0.06	1.37	-0.02						
0.02	1.36	0.07						
-0.02	1.35	0.14						
-0.16	1.31	0.2						
-0.09	1.34	0.08						
-0.25	1.29	0.13						
-0.13	1.31	0.04						
-0.28	1.26	0.07						
-0.18	1.29	0.01						
-0.1	1.31	-0.08						
-0.06	1.33	-0.19						
0.01	1.35	-0.21						
0.05	1.36	-0.29						
0.02	1.35	-0.12						
-0.01	1.33	-0.02						
0.09	1.37	-0.08						
0.07	1.36	-0.03						
0.02	1.35	0.05						
-0.04	1.32	0.16						
-0.05	1.34	0.02						
-0.13	1.32	0.07						
-0.26	1.29	0.1						
-0.1	1.33	-0.02						
-0.23	1.29	0.01						
-0.18	1.32	-0.07						
-0.1	1.34	-0.09						
-0.01	1.36	-0.14						
0.05	1.37	-0.19						
0.01	1.35	-0.05						
0.03	1.36	-0.16						
0	1.35	-0.04						
-0.14	1.31	0.03						
-0.03	1.34	-0.07						
0.01	1.35	-0.14						
-0.03	1.34	-0.07						
0.03	1.35	-0.14						
0.03	1.36	-0.23						
-0.01	1.34	-0.11						
0.05	1.36	-0.13						
0	1.34	-0.05						
0.09	1.37	-0.09						
0.03	1.36	-0.03						
-0.03	1.34	0.1						
0.06	1.37	0						
0.01	1.35	0.08						
0	1.37	0.02						
-0.01	1.39	0						
0.07	1.4	-0.06						
-0.01	1.37	0.07						
0.04	1.38	-0.02						
-0.01	1.37	0.06						
0.06	1.38	-0.04						
0.04	1.36	0.08						
-0.05	1.33	0.14						
-0.01	1.34	0.04						
-0.13	1.32	0.13						
nan	nan	nan						
-0.16	1.3	0.18						
-0.21	1.28	0.21						
-0.33	1.25	0.24						
-0.38	1.24	0.25						
-0.23	1.29	0.11						
-0.13	1.31	0.07						
-0.25	1.28	0.06						
-0.12	1.31	-0.03						
-0.04	1.33	-0.11						
