0.37	1.44	0.33		0.2972	1.4161
0.38	1.43	0.37			
0.35	1.43	0.41			
0.37	1.43	0.43			
0.33	1.41	0.41			
0.31	1.4	0.41			
0.28	1.38	0.38			
0.27	1.4	0.17			
0.3	1.41	0.16			
0.31	1.42	0.25			
0.31	1.42	0.32			
0.28	1.41	0.35			
0.29	1.43	0.29			
0.32	1.44	0.35			
0.31	1.44	0.34			
0.32	1.44	0.3			
0.33	1.44	0.29			
0.34	1.44	0.34			
0.32	1.43	0.32			
0.31	1.43	0.29			
0.3	1.43	0.26			
0.27	1.41	0.24			
0.31	1.42	0.32			
0.28	1.41	0.35			
0.31	1.42	0.3			
0.34	1.43	0.36			
0.34	1.44	0.4			
0.35	1.45	0.36			
0.34	1.45	0.4			
0.3	1.43	0.4			
0.28	1.44	0.4			
0.3	1.44	0.41			
0.31	1.44	0.42			
0.33	1.45	0.43			
0.35	1.46	0.46			
0.36	1.46	0.46			
0.36	1.46	0.48			
0.37	1.45	0.48			
0.36	1.44	0.48			
0.37	1.45	0.48			
0.4	1.45	0.49			
0.37	1.45	0.46			
0.36	1.45	0.4			
0.33	1.45	0.43			
0.29	1.43	0.38			
0.31	1.43	0.42			
0.28	1.42	0.39			
0.28	1.43	0.41			
0.31	1.43	0.33			
0.34	1.44	0.36			
0.31	1.43	0.37			
0.3	1.41	0.36			
0.33	1.42	0.32			
0.32	1.43	0.37			
0.31	1.44	0.42			
0.32	1.44	0.35			
0.28	1.42	0.32			
0.26	1.42	0.35			
0.28	1.43	0.29			
0.26	1.44	0.35			
0.3	1.44	0.27			
0.28	1.43	0.33			
0.3	1.43	0.38			
0.33	1.44	0.42			
0.33	1.44	0.35			
0.34	1.44	0.29			
0.31	1.44	0.31			
0.24	1.46	0.38			
0.23	1.45	0.38			
0.22	1.43	0.35			
0.26	1.43	0.33			
0.31	1.44	0.36			
0.32	1.44	0.39			
0.29	1.42	0.37			
0.28	1.43	0.41			
0.26	1.42	0.41			
0.24	1.4	0.37			
0.23	1.39	0.38			
0.29	1.41	0.16			
0.26	1.4	0.22			
0.29	1.4	0.04			
0.32	1.4	-0.1			
0.33	1.41	0.04			
0.36	1.4	0.16			
0.37	1.41	0.24			
0.35	1.42	0.29			
0.31	1.39	0.31			
0.26	1.38	0.25			
0.24	1.38	0.27			
0.29	1.4	0.09			
0.33	1.41	-0.04			
0.31	1.4	0.07			
0.34	1.42	0.18			
0.3	1.41	0.25			
0.31	1.42	0.21			
0.3	1.41	0.29			
0.31	1.43	0.35			
0.28	1.41	0.37			
0.3	1.42	0.41			
0.31	1.43	0.44			
0.28	1.42	0.43			
0.27	1.42	0.4			
0.29	1.42	0.43			
0.26	1.4	0.35			
0.28	1.41	0.38			
0.3	1.41	0.42			
0.27	1.39	0.38			
0.31	1.41	0.26			
0.28	1.39	0.2			
0.25	1.4	0.23			
0.3	1.41	0.04			
0.32	1.42	0.12			
0.32	1.43	0.16			
0.33	1.43	0.16			
0.36	1.44	0.25			
0.33	1.44	0.3			
0.36	1.44	0.32			
0.38	1.44	0.35			
0.38	1.44	0.39			
0.36	1.43	0.42			
0.38	1.43	0.45			
0.39	1.44	0.46			
0.39	1.45	0.48			
0.4	1.46	0.48			
0.36	1.44	0.43			
0.36	1.44	0.44			
0.35	1.44	0.35			
0.31	1.43	0.35			
0.33	1.43	0.37			
0.33	1.43	0.41			
0.36	1.44	0.44			
0.35	1.43	0.45			
0.33	1.43	0.4			
0.36	1.44	0.44			
0.32	1.44	0.45			
0.35	1.43	0.37			
0.35	1.44	0.4			
0.36	1.44	0.42			
0.36	1.45	0.37			
0.39	1.44	0.39			
0.39	1.44	0.38			
0.41	1.45	0.41			
0.4	1.45	0.34			
0.4	1.45	0.39			
0.41	1.45	0.4			
0.43	1.45	0.4			
0.36	1.43	0.37			
0.36	1.45	0.29			
0.37	1.46	0.36			
0.33	1.43	0.37			
0.35	1.44	0.42			
0.37	1.44	0.43			
0.34	1.44	0.44			
0.36	1.44	0.45			
0.32	1.41	0.42			
0.34	1.42	0.32			
0.32	1.42	0.36			
0.32	1.42	0.4			
0.34	1.43	0.42			
0.32	1.42	0.38			
0.26	1.41	0.35			
0.26	1.41	0.28			
0.25	1.41	0.24			
0.22	1.4	0.25			
0.23	1.4	0.31			
0.23	1.41	0.36			
0.24	1.4	0.36			
0.22	1.39	0.37			
0.22	1.4	0.4			
0.23	1.39	0.42			
0.22	1.36	0.38			
0.23	1.38	0.16			
0.25	1.39	-0.02			
0.27	1.4	-0.14			
0.3	1.42	-0.23			
0.33	1.43	-0.05			
0.33	1.44	0.09			
0.36	1.44	0.19			
0.37	1.44	0.24			
0.35	1.43	0.24			
