0.31	1.44	0.33				
0.32	1.44	0.31				
0.33	1.44	0.27				
0.31	1.43	0.27				
0.28	1.42	0.33				
0.27	1.41	0.34				
0.32	1.42	0.35				
0.29	1.43	0.3				
0.26	1.4	0.3				
0.25	1.39	0.3				
0.24	1.41	0.13				
0.27	1.41	0.13				
0.29	1.42	0.15				
0.31	1.42	0.16				
0.27	1.4	0.18				
0.3	1.41	0.01				
0.29	1.43	0.14				
0.27	1.41	0.19				
0.29	1.41	0.28				
0.32	1.43	0.33				
0.31	1.42	0.31				
0.27	1.41	0.33				
0.27	1.41	0.26				
0.26	1.4	0.29				
0.3	1.42	0.11				
0.33	1.43	0.22				
0.29	1.41	0.25				
0.3	1.42	0.26				
0.28	1.4	0.27				
0.29	1.41	0.32				
0.27	1.4	0.33				
0.3	1.41	0.31				
0.3	1.42	0.36				
0.34	1.43	0.36				
0.32	1.42	0.37				
0.29	1.43	0.39				
0.27	1.41	0.4				
0.26	1.4	0.36				
0.27	1.41	0.33				
0.27	1.41	0.28				
0.26	1.4	0.27				
0.24	1.39	0.29				
0.26	1.41	0.18				
0.29	1.41	0.26				
0.31	1.42	0.22				
0.28	1.41	0.27				
0.25	1.39	0.24				
0.28	1.4	0.1				
0.26	1.4	0.12				
0.29	1.41	0.21				
0.3	1.42	0.28				
0.32	1.42	0.35				
0.28	1.4	0.34				
0.29	1.42	0.38				
0.32	1.43	0.35				
0.34	1.44	0.29				
0.36	1.44	0.24				
0.38	1.45	0.29				
0.35	1.43	0.34				
0.36	1.44	0.29				
0.32	1.41	0.31				
0.33	1.42	0.27				
0.3	1.41	0.33				
0.32	1.43	0.38				
0.29	1.41	0.35				
0.26	1.43	0.37				
0.24	1.41	0.38				
0.28	1.41	0.41				
0.29	1.42	0.42				
0.26	1.41	0.43				
0.31	1.41	0.45				
0.3	1.4	0.47				
0.32	1.42	0.21				
0.33	1.42	0.27				
0.3	1.41	0.26				
0.32	1.42	0.24				
0.32	1.43	0.22				
0.34	1.43	0.28				
0.35	1.44	0.33				
0.36	1.44	0.38				
0.37	1.45	0.42				
0.34	1.45	0.37				
0.35	1.44	0.4				
0.31	1.42	0.36				
0.27	1.4	0.37				
0.29	1.42	0.3				
0.27	1.39	0.3				
0.28	1.4	0.1				
0.27	1.42	0.12				
0.31	1.43	0.21				
0.33	1.44	0.21				
0.31	1.42	0.27				
0.29	1.43	0.33				
0.26	1.41	0.3				
0.25	1.41	0.31				
0.24	1.4	0.3				
0.28	1.41	0.26				
0.26	1.41	0.32				
0.29	1.43	0.37				
0.29	1.42	0.3				
0.26	1.41	0.31				
0.26	1.41	0.29				
0.3	1.42	0.34				
0.29	1.43	0.32				
0.26	1.43	0.36				
0.29	1.44	0.33				
0.27	1.44	0.37				
0.25	1.41	0.35				
0.26	1.42	0.31				
0.29	1.42	0.35				
0.31	1.43	0.36				
0.29	1.4	0.37				
0.28	1.39	0.37				
0.23	1.38	0.35				
0.28	1.41	0.16				
0.27	1.41	0.16				
0.3	1.43	0.26				
0.33	1.44	0.33				
0.31	1.44	0.38				
0.31	1.42	0.33				
0.31	1.43	0.27				
0.31	1.44	0.27				
0.24	1.41	0.32				
0.3	1.42	0.35				
0.26	1.41	0.38				
0.22	1.39	0.42				
0.21	1.38	0.42				
0.26	1.4	0.18				
0.26	1.42	0.16				
0.28	1.42	0.25				
0.33	1.42	0.31				
0.34	1.43	0.37				
0.33	POS	0	1.44	0.44	66	x03
0.32	1.44	0.45				
0.31	1.42	0.42				
0.31	1.42	0.36				
0.31	1.43	0.29				
0.33	1.43	0.34				
0.27	1.4	0.38				
0.25	1.39	0.38				
0.23	1.38	0.39				
0.23	1.38	0.39				
0.2	1.38	0.39				
0.24	1.41	0.17				
0.28	1.43	0.26				
0.25	1.41	0.23				
0.3	1.43	0.3				
0.28	1.41	0.33				
0.29	1.42	0.32				
0.28	1.4	0.34				
0.31	1.42	0.13				
0.33	1.44	0.23				
0.34	1.44	0.31				
0.32	1.42	0.36				
0.33	1.43	0.32				
0.36	1.44	0.36				
0.35	1.43	0.31				
0.36	1.44	0.36				
0.34	1.44	0.35				
0.31	1.42	0.38				
0.27	1.4	0.32				
0.26	1.39	0.34				
0.26	1.41	0.14				
0.22	1.4	0.16				
0.28	1.41	0				
0.25	1.42	0.13				
0.27	1.43	0.13				
0.26	1.41	0.22				
0.29	1.42	0.29				
0.3	1.43	0.28				
0.25	1.4	0.22				
0.25	1.39	0.26				
0.27	1.4	0.08				
0.27	1.42	0.12				
0.25	1.42	0.21				
0.29	1.43	0.2				
0.31	1.44	0.26				
0.33	1.45	0.33				
0.32	1.45	0.29				
0.35	1.45	0.34				
0.35	1.45	0.39				
0.36	1.45	0.43				
0.36	1.45	0.46				
0.37	1.45	0.45				
0.38	1.45	0.47				
0.4	1.46	0.46				
0.37	1.45	0.36				
0.34	1.43	0.36				
0.35	1.43	0.28				
0.32	1.44	0.26				
0.29	1.4	0.25				
0.26	1.39	0.26				
0.27	1.39	0.24				
0.27	1.39	0.11				
0.25	1.39	0.17				
0.23	1.38	0.19				
0.27	1.4	0.05				
0.23	1.39	0.15				
0.22	1.38	0.19				
0.21	1.38	0.23				
0.23	1.4	0.06				
0.21	1.38	0.08				
0.25	1.4	0.12				
0.23	1.39	0.17				
0.29	1.42	0.01				
0.25	1.41	0.09				
0.28	1.41	0.2				
0.25	1.4	0.24				
0.24	1.4	0.3				
0.27	1.41	0.27				
0.31	1.42	0.34				
0.29	1.41	0.34				
0.31	1.43	0.31				
0.33	1.44	0.35				
0.3	1.42	0.31				
0.3	1.42	0.35				
0.32	1.43	0.26				
0.33	1.43	0.29				
0.3	1.42	0.33				
0.3	1.42	0.31				
0.29	1.41	0.34				
0.32	1.42	0.37				
0.28	1.4	0.38				
0.29	1.41	0.31				
0.27	1.41	0.35				
0.31	1.42	0.39				
0.26	1.4	0.38				
0.26	1.41	0.36				
0.26	1.42	0.4				
0.23	1.39	0.32				
0.22	1.39	0.33				
0.2	1.38	0.33				
0.17	1.37	0.31				
0.15	1.36	0.36				
0.17	1.37	0.3				
0.16	1.37	0.34				
0.2	1.39	0.25				
0.24	1.41	0.05				
0.27	1.42	0.08				
0.25	1.41	0.18				
0.27	1.42	0.17				
0.27	1.42	0.2				
0.25	1.41	0.25				
0.25	1.4	0.3				
0.26	1.42	0.36				
0.26	1.42	0.32				
0.22	1.41	0.32				
0.26	1.41	0.37				
0.24	1.4	0.38				
0.26	1.41	0.28				
0.25	1.4	0.34				
0.23	1.37	0.31				
0.23	1.38	0.35				
0.24	1.39	0.23				
0.23	1.38	0.19				
0.24	1.4	0.02				
0.24	1.41	0.14				
0.29	1.42	0.24				
0.24	1.4	0.31				
0.24	1.39	0.36				
0.26	1.4	0.16				
0.27	1.38	0.2				
0.28	1.39	0.02				
0.33	1.42	-0.12				
0.36	1.42	0.02				
0.35	1.42	0.15				
0.38	1.43	0.15				
0.39	1.44	0.13				
0.35	1.42	0.2				
0.31	1.4	0.25				
0.34	1.42	0.32				
0.36	1.43	0.28				
0.37	1.43	0.32				
0.38	1.43	0.24				
0.38	1.43	0.32				
0.33	1.42	0.32				
0.29	1.42	0.37				
0.31	1.43	0.28				
0.28	1.41	0.26				
0.28	1.42	0.25				
0.25	1.4	0.22				
0.24	1.39	0.29				
0.21	1.38	0.34				
0.25	1.4	0.13				
0.22	1.39	0.18				
0.28	1.41	0.12				
0.27	1.39	0.19				
0.33	1.41	0				
0.33	1.42	0.13				
0.3	1.41	0.17				
0.29	1.41	0.17				
0.26	1.4	0.2				
0.29	1.41	0.28				
0.26	1.39	0.29				
0.29	1.42	0.16				
0.31	1.43	0.25				
0.32	1.43	0.21				
0.31	1.42	0.27				
0.28	1.41	0.29				
0.29	1.41	0.23				
0.33	1.42	0.2				
0.3	1.43	0.28				
0.29	1.41	0.33				
0.32	1.42	0.37				
0.32	1.43	0.41				
0.28	1.4	0.39				
0.3	1.42	0.41				
0.32	1.42	0.43				
0.33	1.44	0.34				
0.34	1.44	0.3				
0.3	1.42	0.26				
0.33	1.43	0.33				
0.3	1.41	0.32				
0.26	1.39	0.29				
0.24	1.39	0.31				
0.23	1.38	0.32				
0.22	1.37	0.35				
0.19	1.37	0.34				
0.22	1.38	0.22				
0.2	1.38	0.28				
0.18	1.38	0.27				
0.19	1.37	0.31				
0.17	1.38	0.3				
0.23	1.4	0.1				
0.23	1.39	0.18				
0.24	1.4	0.07				
0.22	1.4	0.15				
0.21	1.39	0.15				
0.27	1.4	-0.01				
0.25	1.39	0.13				
0.31	1.41	-0.02				
0.3	1.41	0.12				
0.27	1.39	0.2				
0.29	1.41	0.13				
0.25	1.39	0.15				
0.28	1.39	-0.02				
0.26	1.39	0.11				
0.28	1.41	-0.04				
0.3	1.41	0				
0.3	1.42	0.12				
0.3	1.42	0.15				
0.3	1.43	0.24				
0.34	1.44	0.32				
0.31	1.42	0.33				
0.31	1.43	0.29				
0.32	1.44	0.23				
0.3	1.43	0.2				
0.33	1.45	0.27				
0.34	1.45	0.32				
0.31	1.42	0.32				
0.29	1.43	0.36				
0.31	1.43	0.29				
0.29	1.43	0.35				
0.29	1.43	0.31				
0.26	1.41	0.33				
0.23	1.4	0.36				
0.24	1.4	0.29				
0.27	1.42	0.27				
0.21	1.4	0.32				
0.22	1.41	0.14				
0.21	1.4	0.19				
0.24	1.42	0.01				
0.28	1.42	0.12				
0.3	1.42	0.22				
0.31	1.42	0.23				
0.28	1.4	0.24				
0.27	1.41	0.31				
0.27	1.4	0.34				
0.25	1.37	0.3				
0.27	1.39	0.2				
0.29	1.39	0.01				
0.31	1.4	-0.09				
0.26	1.39	-0.04				
0.23	1.39	0.06				
0.22	1.4	-0.08				
0.22	1.38	0.02				
0.27	1.41	-0.12				
0.29	1.42	0.03				
0.26	1.41	0.15				
0.26	1.42	0.15				
0.25	1.4	0.2				
0.23	1.38	0.18				
0.27	1.41	0				
0.29	1.41	0.06				
0.3	1.42	0.18				
0.27	1.4	0.23				
0.23	1.38	0.28				
0.25	1.4	0.08				
0.25	1.41	0.12				
0.29	1.42	0.13				
0.33	1.42	0.22				
0.31	1.4	0.25				
0.3	1.4	0.2				
0.26	1.4	0.25				
0.27	1.41	0.07				
0.24	1.39	0.13				
0.28	1.41	-0.03				
0.29	1.42	0.01				
0.27	1.4	0.11				
0.24	1.39	0.18				
0.22	1.39	0.23				
0.24	1.39	0.14				
0.28	1.41	-0.03				
0.28	1.42	0				
0.29	1.42	0.14				
0.31	1.44	0.14				
0.32	1.43	0.23				
0.27	1.42	0.29				
0.27	1.42	0.25				
0.25	1.41	0.31				
0.25	1.41	0.35				
0.26	1.39	0.35				
0.29	1.4	0.13				
0.29	1.4	0.06				
0.29	1.42	0.12				
0.27	1.41	0.19				
0.25	1.42	0.27				
0.29	1.43	0.31				
0.27	1.42	0.33				
0.3	1.42	0.37				
0.28	1.42	0.4				
0.26	1.41	0.39				
0.3	1.42	0.34				
0.28	1.43	0.39				
0.31	1.44	0.35				
0.27	1.41	0.32				
0.32	1.43	0.27				
0.28	1.41	0.3				
0.27	1.4	0.34				
0.29	1.41	0.13				
0.32	1.42	0.22				
0.28	1.43	0.29				
0.26	1.42	0.34				
0.29	1.43	0.39				
0.3	1.43	0.32				
0.29	1.43	0.28				
0.28	1.41	0.32				
0.32	1.42	0.38				
0.33	1.42	0.42				
0.35	1.43	0.32				
0.3	1.4	0.3				
0.31	1.42	0.35				
0.29	1.4	0.37				
0.28	1.39	0.36				
0.24	1.38	0.29				
0.25	1.4	0.17				
0.29	1.42	0				
0.28	1.42	0.13				
0.23	1.39	0.22				
0.27	1.41	0.04				
0.3	1.42	0.09				
0.31	1.43	0.19				
0.28	1.4	0.18				
0.26	1.39	0.23				
0.24	1.38	0.29				
0.28	1.41	0.08				
0.27	1.42	0.1				
0.27	1.42	0.21				
0.21	1.39	0.27				
0.26	1.41	0.12				
0.27	1.42	0.1				
0.3	1.42	0.13				
0.33	1.43	0.23				
0.29	1.44	0.27				
0.27	1.42	0.33				
0.26	1.41	0.35				
0.27	1.41	0.4				
0.31	1.43	0.43				
0.32	1.43	0.45				
0.35	1.44	0.46				
0.31	1.42	0.42				
0.27	1.41	0.41				
0.31	1.41	0.42				
0.29	1.4	0.41				
0.34	1.42	0.2				
0.36	1.43	0.28				
0.33	1.43	0.33				
0.33	1.44	0.3				
0.29	1.42	0.29				
0.26	1.4	0.31				
0.24	1.41	0.35				
0.3	1.43	0.39				
0.27	1.43	0.42				
0.3	1.44	0.34				
0.27	1.44	0.36				
0.26	1.41	0.33				
0.24	1.4	0.36				
0.28	1.41	0.24				
0.3	1.41	0.18				
0.32	1.42	0.21				
0.33	1.43	0.23				
0.32	1.42	0.24				
0.34	1.43	0.22				
0.31	1.41	0.26				
0.3	1.39	0.29				
0.3	1.39	0.14				
0.27	1.38	0.21				
0.26	1.39	0.03				
0.25	1.39	0.13				
0.22	1.37	0.11				
0.25	1.4	-0.04				
0.29	1.42	-0.16				
0.27	1.39	-0.01				
0.31	1.42	-0.13				
0.33	1.43	0.03				
0.34	1.44	0.13				
0.35	1.45	0.23				
0.31	1.43	0.28				
0.29	1.43	0.34				
0.28	1.42	0.38				
0.3	1.42	0.32				
0.29	1.41	0.32				
0.29	1.41	0.36				
0.31	1.43	0.32				
0.29	1.43	0.28				
0.27	1.41	0.27				
0.29	1.42	0.34				
0.26	1.4	0.34				
0.26	1.41	0.12				
0.23	1.4	0.19				
0.27	1.41	0.01				
0.28	1.42	0.13				
0.27	1.41	0.21				
0.29	1.42	0.27				
0.27	1.41	0.32				
0.28	1.42	0.27				
0.28	1.42	0.33				
0.28	1.42	0.3				
0.3	1.44	0.25				
0.28	1.43	0.3				
0.3	1.44	0.33				
0.26	1.42	0.32				
0.23	1.4	0.29				
0.27	1.41	0.24				
0.29	1.42	0.32				
0.28	1.41	0.32				
0.26	1.39	0.34				
0.27	1.4	0.15				
0.25	1.4	0.2				
0.29	1.41	0.08				
0.29	1.42	0.19				
0.32	1.43	0.26				
0.27	1.41	0.25				
0.3	1.42	0.32				
0.27	1.41	0.35				
0.26	1.42	0.4				
0.24	1.41	0.4				
0.29	1.42	0.44				
0.3	1.43	0.4				
0.28	1.42	0.35				
0.28	1.42	0.4				
0.28	1.44	0.36				
0.31	1.44	0.38				
0.31	1.44	0.4				
0.34	1.44	0.42				
0.31	1.43	0.4				
0.3	1.43	0.32				
0.3	1.41	0.32				
0.33	1.43	0.36				
0.29	1.41	0.37				
0.27	1.42	0.32				
0.31	1.43	0.36				
0.33	1.43	0.4				
0.3	1.43	0.34				
0.34	1.44	0.32				
0.31	1.42	0.35				
0.3	1.42	0.29				
0.26	1.4	0.26				
0.24	1.4	0.29				
0.23	1.39	0.31				
0.25	1.4	0.12				
0.26	1.38	0.18				
0.29	1.41	0				
0.33	1.41	0.13				
0.3	1.41	0.13				
0.31	1.42	0.13				
0.31	1.42	0.13				
0.29	1.42	0.13				
0.27	1.41	0.23				
0.28	1.41	0.23				
0.26	1.39	0.29				
0.28	1.4	0.18				
0.25	1.38	0.21				
0.25	1.38	0.28				
0.23	1.38	0.26				
0.21	1.38	0.29				
0.24	1.39	0.1				
0.25	1.4	0.09				
0.27	1.42	0.13				
0.25	1.41	0.2				
0.27	1.42	0.28				
0.25	1.42	0.31				
0.3	1.42	0.35				
0.28	1.4	0.39				
0.26	1.39	0.38				
0.29	1.4	0.16				
0.3	1.41	0.14				
0.33	1.43	0.22				
0.34	1.43	0.26				
0.31	1.41	0.28				
0.33	1.43	0.34				
0.3	1.41	0.34				
0.3	1.41	0.38				
0.25	1.4	0.33				
0.28	1.41	0.35				
0.28	1.42	0.39				
0.25	1.4	0.4				
0.27	1.42	0.43				
0.27	1.42	0.35				
0.27	1.41	0.38				
0.3	1.43	0.32				
0.29	1.43	0.3				
0.28	1.43	0.3				
0.26	1.41	0.29				
0.26	1.41	0.33				
0.26	1.42	0.38				
0.27	1.43	0.42				
0.28	1.44	0.44				
0.25	1.44	0.43				
0.29	1.45	0.43				
0.27	1.44	0.38				
0.27	1.44	0.42				
0.27	1.42	0.33				
0.28	1.43	0.34				
0.27	1.42	0.32				
0.3	1.42	0.37				
0.34	1.42	0.41				
0.35	1.42	0.44				
0.34	1.4	0.42				
0.35	1.42	0.19				
0.37	1.43	0.26				
0.33	1.43	0.25				
0.29	1.42	0.29				
0.31	1.42	0.35				
0.33	1.43	0.39				
0.35	1.43	0.3				
0.38	1.45	0.35				
0.37	1.45	0.38				
0.36	1.45	0.4				
0.37	1.46	0.42				
0.38	1.47	0.45				
0.34	1.46	0.47				
0.34	1.45	0.49				
0.3	1.46	0.48				
0.32	1.45	0.44				
0.28	1.42	0.4				
0.3	1.43	0.36				
0.28	1.41	0.34				
0.25	1.4	0.37				
0.27	1.4	0.15				
0.31	1.42	-0.02				
0.33	1.43	0.1				
0.36	1.43	0.16				
0.32	1.42	0.2				
0.32	1.43	0.26				
0.27	1.41	0.29				
0.3	1.42	0.35				
0.26	1.4	0.38				
0.24	1.41	0.4				
0.28	1.42	0.43				
0.26	1.4	0.4				
0.26	1.41	0.3				
0.29	1.42	0.36				
0.29	1.43	0.3				
0.24	1.42	0.34				
0.23	1.41	0.35				
0.23	1.42	0.39				
0.27	1.42	0.32				
0.24	1.41	0.34				
0.23	1.4	0.36				
0.29	1.41	0.36				
0.27	1.4	0.35				
0.29	1.42	0.29				
0.29	1.43	0.35				
0.26	1.43	0.39				
0.23	1.41	0.38				
0.25	1.42	0.4				
0.26	1.43	0.32				
0.28	1.43	0.28				
0.28	1.44	0.29				
0.26	1.41	0.28				
0.29	1.41	0.23				
0.3	1.42	0.2				
0.31	1.42	0.19				
0.31	1.42	0.18				
0.27	1.39	0.2				
0.28	1.4	0.02				
0.26	1.4	0.12				
0.27	1.4	0.08				
0.3	1.41	0.17				
0.28	1.4	0.23				
0.25	1.41	0.3				
0.24	1.41	0.34				
0.26	1.43	0.38				
0.29	1.44	0.41				
0.27	1.42	0.39				
0.28	1.43	0.42				
0.31	1.44	0.37				
0.27	1.42	0.35				
0.27	1.41	0.39				
0.28	1.41	0.33				
0.31	1.43	0.37				
0.33	1.44	0.4				
0.31	1.42	0.39				
0.26	1.39	0.33				
0.31	1.41	0.14				
0.3	1.41	0.11				
0.31	1.42	0.19				
0.33	1.43	0.17				
0.29	1.43	0.25				
0.29	1.43	0.3				
0.33	1.44	0.34				
0.31	1.44	0.29				
0.32	1.44	0.24				
0.29	1.44	0.29				
0.28	1.44	0.24				
0.26	1.42	0.23				
0.27	1.43	0.3				
0.31	1.43	0.27				
0.29	1.41	0.3				
0.3	1.42	0.29				
0.33	1.42	0.24				
0.36	1.43	0.32				
0.32	1.42	0.32				
0.3	1.41	0.33				
0.3	1.42	0.36				
0.28	1.4	0.39				
0.32	1.41	0.4				
0.33	1.43	0.34				
0.29	1.41	0.35				
0.25	1.4	0.33				
0.26	1.42	0.29				
0.3	1.43	0.33				
0.29	1.44	0.28				
0.3	1.44	0.28				
0.3	1.44	0.28				
0.27	1.42	0.31				
0.29	1.43	0.36				
0.28	1.41	0.37				
0.25	1.4	0.32				
0.25	1.41	0.27				
0.31	1.42	0.33				
0.33	1.43	0.3				
0.29	1.41	0.33				
0.29	1.41	0.3				
0.27	1.38	0.29				
0.3	1.41	0.1				
0.28	1.41	0.1				
0.28	1.41	0.13				
0.26	1.42	0.22				
0.29	1.42	0.2				
0.33	1.42	0.25				
0.3	1.41	0.29				
0.26	1.39	0.27				
0.23	1.38	0.23				
0.28	1.4	0.06				
0.24	1.39	0.15				
0.2	1.37	0.24				
0.18	1.36	0.21				
0.18	1.36	0.27				
0.17	1.36	0.29				
0.16	1.36	0.29				
0.16	1.36	0.29				
0.22	1.38	0.12				
0.27	1.4	-0.04				
0.3	1.42	-0.07				
0.28	1.4	0.04				
0.28	1.41	0.03				
0.27	1.42	0.11				
0.29	1.41	0.14				
0.28	1.4	0.2				
0.27	1.39	0.17				
0.25	1.39	0.09				
0.28	1.4	-0.06				
0.25	1.39	0.05				
0.22	1.39	0.13				
0.24	1.4	0.02				
0.27	1.41	0.13				
0.24	1.39	0.19				
0.22	1.38	0.21				
0.28	1.4	0.04				
0.3	1.42	-0.09				
0.33	1.43	0.06				
0.26	1.4	0.17				
0.24	1.39	0.21				
0.25	1.41	0.03				
0.23	1.39	0.11				
0.23	1.41	0.01				
0.27	1.42	0.08				
0.29	1.42	0.12				
0.26	1.41	0.18				
0.27	1.41	0.26				
0.3	1.42	0.32				
0.26	1.41	0.34				
0.25	1.4	0.36				
0.24	1.39	0.29				
0.25	1.42	0.09				
0.24	1.41	0.14				
0.27	1.41	0.13				
0.24	1.4	0.21				
0.22	1.37	0.29				
0.24	1.4	0.17				
0.22	1.39	0.26				
0.27	1.4	0.17				
0.26	1.4	0.16				
0.25	1.38	0.23				
0.23	1.38	0.27				
0.23	1.38	0.31				
0.2	1.39	0.31				
0.2	1.38	0.34				
0.19	1.37	0.37				
0.21	1.39	0.32				
0.22	1.38	0.34				
0.25	1.4	0.15				
0.21	1.38	0.23				
0.26	1.4	0.06				
0.25	1.39	0.09				
0.22	1.39	0.16				
0.22	1.4	0				
0.22	1.4	0.13				
0.26	1.42	0.21				
0.26	1.42	0.21				
0.28	1.42	0.27				
0.31	1.42	0.33				
0.32	1.43	0.38				
0.29	1.41	0.38				
0.33	1.42	0.39				
0.33	1.43	0.4				
0.26	1.39	0.42				
0.29	1.4	0.19				
0.29	1.41	0.2				
0.29	1.43	0.28				
0.31	1.43	0.3				
0.27	1.41	0.31				
0.24	1.41	0.34				
0.26	1.41	0.28				
0.28	1.43	0.34				
0.25	1.4	0.34				
0.25	1.39	0.37				
0.27	1.4	0.14				
0.29	1.41	-0.01				
0.27	1.4	0.11				
0.26	1.39	0.17				
0.24	1.38	0.19				
0.23	1.38	0.22				
0.21	1.4	0.27				
0.26	1.42	0.22				
0.31	1.43	0.3				
0.31	1.42	0.34				
0.28	1.41	0.33				
0.3	1.43	0.38				
0.31	1.43	0.42				
0.27	1.41	0.42				
0.28	1.42	0.43				
0.26	1.41	0.4				
0.3	1.43	0.43				
0.29	1.42	0.36				
0.32	1.44	0.32				
0.33	1.44	0.36				
0.29	1.43	0.36				
0.31	1.44	0.3				
0.33	1.44	0.35				
0.31	1.42	0.37				
0.28	1.4	0.36				
0.34	1.41	0.13				
0.36	1.43	0.22				
0.31	1.41	0.22				
0.3	1.4	0.25				
0.29	1.41	0.32				
0.32	1.42	0.27				
0.31	1.41	0.3				
0.32	1.42	0.34				
0.34	1.43	0.31				
0.31	1.42	0.36				
0.27	1.41	0.37				
0.24	1.39	0.4				
0.23	1.4	0.17				
0.21	1.39	0.19				
0.25	1.41	0.02				
0.27	1.41	0.13				
0.26	1.4	0.2				
0.28	1.41	0.15				
0.31	1.43	0.24				
0.32	1.44	0.21				
0.33	1.44	0.28				
0.35	1.44	0.32				
0.37	1.44	0.29				
0.37	1.45	0.28				
0.33	1.43	0.27				
0.3	1.44	0.24				
0.31	1.44	0.32				
0.33	1.44	0.37				
0.35	1.46	0.29				
0.32	1.44	0.35				
0.29	1.42	0.38				
0.32	1.43	0.34				
0.28	1.41	0.26				
0.27	1.4	0.31				
0.24	1.39	0.3				
0.21	1.39	0.3				
0.22	1.4	0.09				
0.28	1.41	0.19				
0.31	1.43	0.26				
0.29	1.41	0.29				
0.34	1.42	0.34				
0.32	1.43	0.32				
0.32	1.43	0.31				
0.29	1.41	0.29				
0.26	1.4	0.31				
0.21	1.38	0.28				
0.22	1.39	0.17				
0.2	1.37	0.19				
0.19	1.37	0.24				
0.17	1.36	0.24				
0.16	1.37	0.27				
0.21	1.39	0.18				
0.19	1.37	0.19				
0.21	1.39	0.01				
0.23	1.41	-0.1				
0.2	1.4	0				
0.26	1.42	-0.12				
0.25	1.41	0.04				
0.28	1.42	0.16				
0.3	1.44	0.25				
0.28	1.44	0.3				
0.32	1.44	0.33				
0.3	1.42	0.37				
0.31	1.43	0.31				
0.32	1.43	0.27				
0.33	1.43	0.33				
0.31	1.43	0.31				
0.27	1.4	0.31				
0.3	1.42	0.35				
0.32	1.42	0.38				
0.28	1.4	0.35				
0.26	1.39	0.35				
0.25	1.4	0.14				
0.25	1.4	0.23				
0.21	1.39	0.29				
0.23	1.41	0.14				
0.23	1.4	0.21				
0.24	1.41	0.27				
0.27	1.43	0.34				
0.29	1.43	0.26				
0.27	1.41	0.3				
0.25	1.41	0.31				
0.25	1.4	0.36				
0.29	1.42	0.39				
0.3	1.42	0.4				
0.29	1.4	0.38				
0.27	1.42	0.41				
0.27	1.42	0.44				
0.3	1.43	0.46				
0.3	1.42	0.38				
0.26	1.41	0.4				
0.3	1.42	0.33				
0.28	1.41	0.33				
