0.85	0.26	0.15
0.84	0.25	0.12
0.84	0.26	0.16
0.84	0.23	0.18
0.84	0.2	0.05
0.83	0.2	0
0.82	0.23	0.05
0.82	0.25	0.06
0.83	0.26	0.12
0.83	0.26	0.13
0.82	0.25	0.08
0.82	0.24	0.1
0.83	0.24	0.05
0.82	0.22	-0.05
0.82	0.23	-0.08
0.82	0.23	0.06
0.81	0.24	0.16
0.81	0.22	0.23
0.81	0.23	0.29
0.81	0.26	0.33
0.81	0.27	0.28
0.81	0.27	0.21
0.8	0.27	0.27
0.8	0.26	0.1
0.79	0.29	0.18
0.8	0.28	0.26
0.8	0.28	0.25
0.8	0.28	0.07
0.8	0.26	0.16
0.79	0.26	0.22
0.79	0.26	0.28
0.8	0.24	0.25
0.79	0.24	0.31
0.79	0.25	0.34
0.8	0.21	0.18
0.8	0.24	0.25
0.81	0.27	0.28
0.82	0.27	0.28
0.82	0.24	0.1
0.83	0.24	0.12
0.84	0.23	0.14
0.86	0.23	0.14
0.88	0.18	0.03
0.91	0.17	-0.01
0.95	0.16	0.1
0.99	0.13	-0.01
1.03	0.12	0
1.07	0.12	0.1
1.12	0.09	-0.01
1.16	0.11	0.09
1.2	0.12	0.19
1.25	0.11	0.25
1.29	0.12	0.16
1.34	0.12	0.01
1.39	0.15	-0.1
1.44	0.13	-0.14
1.47	0.17	-0.08
1.51	0.16	-0.13
1.54	0.23	-0.03
1.56	0.29	0.08
1.57	0.34	0.14
1.58	0.4	0.21
1.59	0.44	0.05
1.6	0.47	0.13
1.6	0.51	0
1.61	0.51	-0.1
1.61	0.53	-0.14
1.61	0.58	-0.05
1.61	0.62	-0.09
1.6	0.63	-0.03
1.59	0.63	0.08
1.58	0.7	-0.05
1.55	0.72	0.07
1.53	0.81	-0.01
1.5	0.86	-0.1
1.47	0.87	0.05
1.42	0.9	-0.02
1.37	0.89	0.07
1.32	0.89	0.14
1.28	0.9	0.17
1.24	0.95	0.01
1.18	0.97	0.13
1.14	0.96	0.11
1.1	0.96	0.05
1.04	0.93	-0.08
1	0.92	-0.1
0.97	0.9	-0.11
0.93	0.87	-0.01
0.9	0.83	0.03
0.87	0.8	0.09
0.83	0.75	0.19
0.81	0.7	0.23
0.8	0.65	0.28
0.78	0.66	0.11
0.78	0.65	-0.03
0.77	0.64	-0.14
0.76	0.62	-0.22
0.76	0.58	-0.26
0.75	0.54	-0.09
0.75	0.53	0.01
0.75	0.47	-0.1
0.77	0.43	-0.04
0.79	0.35	-0.1
0.8	0.34	-0.02
0.82	0.32	0.1
0.85	0.29	0.2
0.88	0.25	0.17
0.92	0.23	0.24
0.95	0.22	0.3
0.98	0.2	0.23
1.04	0.15	0.14
1.09	0.11	0.01
1.13	0.09	0.11
1.16	0.07	0.19
1.21	0.08	0.26
1.26	0.09	0.3
1.3	0.08	0.32
1.34	0.09	0.21
1.38	0.11	0.14
1.43	0.15	0.22
1.47	0.18	0.06
1.51	0.18	-0.03
1.55	0.18	-0.1
1.56	0.25	-0.16
1.57	0.28	-0.13
1.57	0.35	0.01
1.58	0.42	0.1
1.58	0.46	-0.02
1.59	0.47	-0.12
1.62	0.47	-0.21
1.62	0.5	-0.26
1.61	0.51	-0.24
1.61	0.56	-0.23
1.62	0.57	-0.06
1.6	0.61	0.07
1.58	0.67	-0.06
1.57	0.72	0.08
1.54	0.74	0.1
1.5	0.77	0.2
1.48	0.81	0.27
1.44	0.81	0.24
1.41	0.82	0.23
1.35	0.87	0.07
1.31	0.87	0.07
1.26	0.91	-0.06
1.22	0.92	-0.07
1.17	0.92	0.06
1.12	0.93	0.02
1.09	0.94	-0.03
1.03	0.91	-0.14
0.98	0.9	-0.23
0.93	0.9	-0.24
0.89	0.84	-0.24
0.85	0.83	-0.28
0.82	0.77	-0.14
0.8	0.73	-0.03
0.79	0.73	-0.1
0.8	0.69	-0.05
0.78	0.65	0.07
0.76	0.66	-0.03
0.76	0.63	0.08
0.75	0.61	0.14
0.74	0.55	0.17
0.75	0.56	0.23
0.76	0.5	0.09
0.76	0.44	0.03
0.77	0.38	0.07
0.79	0.34	0.04
0.81	0.28	-0.07
0.86	0.19	-0.15
0.9	0.19	-0.01
0.91	0.16	-0.12
0.95	0.11	-0.17
0.99	0.1	-0.23
1.03	0.1	-0.08
1.07	0.11	0.04
1.1	0.11	0.14
1.15	0.12	0.22
1.19	0.1	0.28
1.23	0.12	0.18
1.28	0.12	0.09
1.33	0.12	-0.04
1.37	0.13	0
1.42	0.17	0.12
1.46	0.16	0.02
1.51	0.18	-0.01
1.53	0.23	0.04
1.55	0.29	0.1
1.57	0.36	0.18
1.58	0.37	0.06
1.58	0.45	0.13
1.58	0.49	0
1.59	0.51	-0.1
1.6	0.54	-0.14
1.61	0.52	-0.12
1.61	0.56	-0.16
1.6	0.59	-0.13
1.59	0.64	-0.12
1.57	0.69	-0.12
1.56	0.75	-0.19
1.53	0.79	-0.17
1.52	0.78	-0.07
1.48	0.82	-0.17
1.46	0.86	-0.08
1.42	0.87	0.06
1.38	0.9	0.15
1.33	0.91	0.07
1.29	0.96	-0.02
1.23	0.95	0.01
1.19	0.97	0.12
1.14	0.94	0.12
1.1	0.93	0.05
1.07	0.92	-0.01
1.02	0.9	-0.08
0.98	0.89	-0.02
0.93	0.89	-0.11
0.9	0.84	-0.12
0.86	0.81	-0.14
0.83	0.78	-0.04
0.82	0.74	0.08
0.81	0.73	-0.05
0.8	0.64	0.08
0.78	0.62	-0.05
0.78	0.6	-0.12
0.77	0.58	0.01
0.76	0.58	0.11
0.75	0.54	-0.02
0.77	0.49	-0.07
0.77	0.45	-0.11
0.78	0.39	-0.11
0.79	0.34	-0.04
0.81	0.31	0.08
0.82	0.29	0.1
0.87	0.2	-0.02
0.9	0.2	0.09
0.94	0.16	-0.04
0.99	0.12	-0.11
1.02	0.12	0.02
1.06	0.12	0.12
1.09	0.09	-0.01
1.13	0.11	0.1
1.19	0.1	0.19
1.23	0.1	0.02
1.28	0.1	0.05
1.32	0.08	0.12
1.37	0.1	-0.01
1.42	0.13	-0.12
1.47	0.15	-0.18
1.51	0.2	-0.07
1.55	0.23	-0.03
1.56	0.3	0.05
1.58	0.34	0.12
1.58	0.38	-0.01
1.59	0.44	0.01
1.6	0.47	0.11
1.61	0.48	-0.03
1.62	0.5	-0.14
1.61	0.54	-0.04
1.61	0.56	-0.1
1.6	0.59	-0.05
1.59	0.64	-0.08
1.57	0.64	0.04
1.56	0.7	0.12
1.54	0.77	0
1.52	0.83	-0.06
1.48	0.84	0.01
1.44	0.86	0.13
1.41	0.86	0.14
1.37	0.86	0.2
1.32	0.87	0.09
1.27	0.91	0.13
1.22	0.93	0
1.17	0.97	-0.03
1.12	0.95	0.09
1.07	0.96	0.16
1.02	0.93	0
0.97	0.9	-0.12
0.93	0.88	-0.01
0.89	0.87	-0.09
0.86	0.82	-0.03
0.83	0.79	-0.08
0.81	0.75	-0.15
0.8	0.7	0.01
0.8	0.67	0.11
0.78	0.69	0
0.77	0.64	-0.1
0.76	0.59	-0.16
0.75	0.54	-0.22
0.75	0.5	-0.06
0.76	0.47	-0.1
0.76	0.43	-0.02
0.77	0.41	0.01
0.79	0.37	0.1
0.81	0.34	0.13
0.82	0.32	0.13
0.85	0.32	0.15
0.88	0.29	0.16
0.91	0.26	0.17
0.99	0.13	0.01
1.02	0.14	0.13
1.06	0.14	0.19
1.1	0.12	0.26
1.15	0.09	0.1
1.19	0.09	0.18
1.24	0.1	0.11
1.28	0.11	0.07
1.32	0.1	0.12
1.37	0.12	0.07
1.41	0.14	0.01
1.46	0.17	-0.09
1.5	0.22	-0.14
1.55	0.22	-0.17
1.56	0.27	-0.23
1.57	0.32	-0.28
1.58	0.39	-0.11
1.58	0.44	-0.02
1.59	0.43	-0.09
1.6	0.47	-0.18
1.6	0.49	-0.22
1.61	0.5	-0.25
1.6	0.55	-0.14
1.6	0.58	-0.08
1.58	0.63	-0.04
1.56	0.66	0.06
1.55	0.68	0.08
1.54	0.76	0.01
1.51	0.76	0.09
1.49	0.84	0.18
1.46	0.87	0.1
1.42	0.85	0.17
1.37	0.85	0.22
1.33	0.9	0.07
1.28	0.93	0.08
1.23	0.95	-0.04
1.18	0.96	-0.09
1.13	0.95	-0.11
1.08	0.97	0.02
1.04	0.93	-0.04
0.99	0.92	-0.06
0.94	0.88	0.03
0.9	0.84	0.06
0.86	0.8	0.12
0.83	0.75	0.14
0.82	0.73	0.01
0.82	0.71	-0.1
0.79	0.65	0.04
0.78	0.63	-0.09
0.77	0.63	0.05
0.76	0.6	-0.06
0.76	0.55	0.04
0.76	0.51	-0.04
0.76	0.51	0.02
0.76	0.47	-0.06
0.77	0.44	-0.01
0.79	0.41	0.1
0.8	0.37	0.18
0.82	0.33	0.18
0.85	0.29	0.26
0.89	0.22	0.11
0.93	0.16	0
0.97	0.13	-0.08
1.03	0.11	-0.16
1.07	0.09	-0.01
1.1	0.09	-0.09
1.15	0.08	0.05
1.19	0.08	0.14
1.24	0.08	0.22
1.29	0.08	0.16
1.34	0.09	0
1.4	0.07	0.07
1.44	0.09	-0.03
1.49	0.17	0.1
1.54	0.19	0.1
1.55	0.23	0.03
1.56	0.26	-0.04
1.58	0.31	-0.13
1.59	0.33	-0.17
1.6	0.39	-0.05
1.61	0.41	-0.14
1.6	0.45	-0.01
1.62	0.48	-0.1
1.63	0.53	-0.16
1.61	0.57	-0.07
1.61	0.58	0.06
1.61	0.59	0.13
1.59	0.63	0.21
1.57	0.69	0.21
1.54	0.74	0.07
1.51	0.75	0.13
1.47	0.81	0
1.43	0.85	-0.12
1.39	0.85	0.01
1.35	0.9	-0.04
1.3	0.9	0.09
1.26	0.91	-0.01
1.21	0.94	0.11
1.16	0.95	0.13
1.11	0.95	0.04
1.07	0.94	-0.01
1.04	0.94	0.05
0.99	0.89	0
0.94	0.86	0.11
0.89	0.82	0.13
0.86	0.79	0.14
0.83	0.77	0.03
0.81	0.76	-0.08
0.79	0.7	0.07
0.78	0.69	-0.03
0.75	0.69	-0.11
0.75	0.66	-0.19
0.75	0.63	-0.25
0.75	0.57	-0.3
0.75	0.55	-0.3
0.75	0.51	-0.15
0.77	0.46	-0.05
0.78	0.39	-0.13
0.79	0.36	-0.06
0.8	0.34	0.02
0.84	0.26	-0.05
0.87	0.21	-0.14
0.91	0.16	-0.18
0.94	0.15	-0.03
0.99	0.11	-0.08
1.05	0.09	-0.13
1.09	0.08	0.02
1.13	0.09	0.13
1.18	0.07	0.02
1.23	0.05	0.11
1.27	0.07	-0.02
1.34	0.03	0.01
1.4	-0.01	0.08
1.44	0.03	0.17
1.49	0.08	0.04
1.52	0.15	0.14
1.58	0.13	-0.02
1.59	0.21	-0.07
1.6	0.28	0.06
1.6	0.31	-0.05
1.6	0.39	0.02
1.62	0.41	-0.09
1.63	0.41	-0.17
1.63	0.47	-0.05
1.64	0.51	0.07
1.63	0.56	0.12
1.64	0.59	0.16
1.61	0.63	0.14
1.6	0.7	0.01
1.58	0.72	0.05
1.54	0.76	0
1.53	0.78	0.03
1.49	0.79	0.07
1.46	0.81	0.17
1.42	0.84	0.07
1.37	0.87	0.1
1.33	0.9	-0.03
1.28	0.92	0.1
1.23	0.94	0.04
1.19	0.95	0.14
1.13	0.95	0.16
1.1	0.94	0.15
1.06	0.93	0.06
1.01	0.92	-0.02
0.97	0.88	-0.02
0.93	0.84	0.02
0.88	0.83	-0.05
0.85	0.78	0.02
0.82	0.78	-0.05
0.8	0.7	0.05
0.78	0.69	-0.05
0.77	0.65	-0.11
0.76	0.62	0.01
0.75	0.6	-0.08
0.75	0.59	0.02
0.75	0.57	-0.08
0.74	0.5	0.06
0.75	0.47	0.07
0.76	0.41	0.02
0.78	0.38	0.13
0.8	0.34	0.08
0.82	0.32	0.17
0.85	0.31	0.24
0.88	0.28	0.3
0.92	0.24	0.35
0.97	0.22	0.38
1.02	0.19	0.29
1.07	0.15	0.13
1.12	0.12	0
1.16	0.11	0.11
1.21	0.1	0.2
1.25	0.09	0.04
1.3	0.09	-0.08
1.34	0.09	-0.17
1.4	0.09	-0.02
1.44	0.14	0.03
1.49	0.15	-0.04
1.52	0.16	-0.11
1.55	0.22	-0.01
1.55	0.26	0.05
1.57	0.33	-0.07
1.59	0.37	-0.16
1.6	0.4	-0.22
1.61	0.42	-0.28
1.61	0.46	-0.3
1.61	0.52	-0.3
1.61	0.51	-0.26
1.62	0.54	-0.31
1.61	0.59	-0.31
1.59	0.65	-0.24
1.57	0.71	-0.27
1.54	0.78	-0.26
1.52	0.78	-0.18
1.49	0.83	-0.24
1.46	0.83	-0.07
1.43	0.87	-0.14
1.37	0.88	0.01
1.32	0.92	-0.03
1.27	0.98	-0.04
1.22	0.96	0
1.18	0.94	0.09
1.14	0.95	0.02
1.1	0.95	0.06
1.06	0.94	0.12
1.01	0.93	0.16
0.97	0.9	0.16
0.92	0.89	0.04
0.85	0.88	-0.05
0.84	0.81	0.01
0.81	0.76	0.1
0.83	0.7	0.17
0.81	0.69	0.01
0.8	0.69	-0.05
0.77	0.66	0.06
0.77	0.62	-0.05
0.76	0.55	-0.11
0.75	0.52	0
0.74	0.49	-0.12
0.75	0.44	-0.12
0.76	0.4	-0.04
0.78	0.36	0
0.79	0.31	-0.11
0.82	0.3	0.04
0.85	0.27	0.07
0.88	0.26	0.07
0.92	0.22	-0.05
0.97	0.17	-0.11
1.01	0.14	-0.17
1.05	0.15	-0.01
1.1	0.12	-0.12
1.14	0.11	0.02
1.19	0.06	-0.04
1.24	0.06	-0.14
1.29	0.07	0
1.33	0.09	-0.03
1.38	0.1	-0.14
1.46	0.09	-0.01
1.5	0.12	-0.06
1.52	0.16	0.01
1.55	0.23	-0.1
1.57	0.28	-0.15
1.59	0.35	-0.01
1.58	0.39	-0.1
1.58	0.39	-0.1
1.58	0.42	0.03
1.59	0.47	-0.07
1.62	0.46	-0.17
1.62	0.49	-0.21
1.61	0.55	-0.11
1.6	0.58	0.03
1.59	0.64	-0.03
1.57	0.66	0.07
1.55	0.73	-0.04
1.51	0.83	-0.14
1.48	0.82	-0.04
1.45	0.83	0.02
1.42	0.85	0.04
1.37	0.87	-0.01
1.32	0.9	-0.09
1.27	0.92	-0.04
1.22	0.91	0.02
1.18	0.91	0.09
1.13	0.91	0.11
1.08	0.92	0.17
1.05	0.91	0.06
1.01	0.9	-0.04
0.97	0.87	-0.08
0.91	0.86	-0.16
0.87	0.86	-0.23
0.83	0.84	-0.29
0.79	0.84	-0.34
0.79	0.79	-0.37
0.77	0.76	-0.39
0.76	0.69	-0.39
0.76	0.66	-0.39
0.75	0.62	-0.18
0.76	0.6	-0.19
0.75	0.55	-0.07
0.75	0.52	0.01
0.76	0.47	0.06
0.77	0.44	0.16
0.79	0.39	0.23
0.81	0.35	0.21
0.84	0.33	0.28
0.86	0.25	0.13
0.91	0.21	0.05
0.94	0.18	0.15
0.99	0.19	0.21
1.04	0.18	0.26
1.08	0.16	0.29
1.12	0.15	0.31
1.16	0.13	0.35
1.21	0.11	0.18
1.26	0.09	0.22
1.31	0.09	0.14
1.35	0.1	0.06
1.39	0.14	-0.06
1.44	0.18	0
1.47	0.23	0.04
1.51	0.27	0.08
1.53	0.31	0.11
1.55	0.34	-0.01
1.56	0.4	0.08
1.56	0.42	-0.04
1.57	0.45	0.07
1.58	0.49	-0.03
1.59	0.52	-0.1
1.6	0.55	0.01
1.61	0.56	0.07
1.6	0.6	0.12
1.59	0.65	-0.02
1.57	0.7	-0.05
1.55	0.74	-0.01
1.53	0.73	0.04
1.5	0.8	-0.09
1.47	0.81	0.01
1.44	0.82	0.11
1.4	0.83	0.12
1.36	0.84	0.19
1.33	0.88	0.13
1.28	0.91	0.06
1.24	0.92	0.08
1.19	0.93	0
1.15	0.92	0.1
1.11	0.92	0.11
1.06	0.92	0.15
1.01	0.91	0.07
0.95	0.91	0.15
0.91	0.88	0
0.87	0.83	0.11
0.83	0.78	0.01
0.8	0.76	-0.08
0.8	0.74	-0.17
0.79	0.72	-0.22
0.77	0.71	-0.26
0.76	0.65	-0.25
0.75	0.62	-0.29
0.75	0.59	-0.32
0.74	0.55	-0.31
0.76	0.47	-0.21
0.77	0.44	-0.08
0.78	0.4	0.04
0.79	0.37	0.15
0.81	0.35	0.22
0.84	0.28	0.1
0.88	0.2	0.02
0.91	0.16	-0.08
0.95	0.12	-0.1
0.99	0.16	0.03
1.03	0.16	0.05
1.07	0.15	0.14
1.12	0.11	0
1.2	0.05	-0.08
1.24	0.03	0.01
1.29	0.03	-0.09
1.33	0.04	-0.16
1.38	0.06	-0.23
1.45	0.05	-0.06
1.47	0.11	-0.05
1.52	0.17	0.08
1.55	0.22	0.13
1.57	0.24	0
1.58	0.26	-0.12
1.59	0.35	0.02
1.59	0.41	-0.09
1.59	0.44	-0.16
1.59	0.46	-0.23
1.6	0.51	-0.11
1.61	0.52	-0.17
1.62	0.58	-0.01
1.61	0.6	0.06
1.59	0.63	0.05
1.57	0.67	0.03
1.56	0.73	-0.1
1.52	0.8	-0.17
1.49	0.81	-0.01
1.47	0.83	0.12
1.43	0.83	0.2
1.4	0.83	0.19
1.35	0.83	0.26
1.31	0.86	0.14
1.26	0.88	0.09
1.23	0.93	-0.02
1.18	0.95	-0.12
1.13	0.97	-0.19
1.09	0.95	-0.15
1.04	0.94	-0.16
0.99	0.91	-0.03
0.94	0.88	0.02
0.9	0.87	-0.07
0.86	0.86	-0.15
0.83	0.81	-0.03
0.8	0.79	-0.12
0.79	0.73	0.03
0.78	0.7	-0.08
0.76	0.67	0.01
0.75	0.67	-0.07
0.75	0.64	-0.15
0.75	0.57	-0.18
0.75	0.54	-0.21
0.75	0.49	-0.08
0.76	0.42	-0.09
0.78	0.35	-0.16
0.79	0.32	-0.16
0.8	0.26	-0.21
0.82	0.26	-0.11
0.86	0.24	0.02
0.9	0.24	0.13
0.94	0.23	0.21
1	0.17	0.1
1.04	0.18	0.19
1.08	0.16	0.24
1.12	0.13	0.28
1.17	0.1	0.32
1.22	0.07	0.31
1.28	0.06	0.33
1.31	0.09	0.15
1.35	0.1	0.08
1.41	0.12	0.16
1.47	0.13	0.07
1.51	0.15	-0.06
1.55	0.19	-0.14
1.56	0.24	-0.17
1.57	0.3	-0.04
1.57	0.37	0.06
1.58	0.42	0.15
1.57	0.46	0.19
1.57	0.51	0.11
1.59	0.56	0.2
1.6	0.53	0.23
1.59	0.59	0.13
1.59	0.61	0.17
1.58	0.65	0.09
1.56	0.69	0.04
1.54	0.73	0.08
1.53	0.79	-0.05
1.51	0.8	-0.04
1.48	0.82	0.03
1.44	0.87	-0.08
1.4	0.86	-0.03
1.35	0.87	0.1
1.31	0.87	0.14
1.25	0.89	0.21
1.2	0.9	0.22
1.16	0.91	0.19
1.11	0.94	0.23
1.06	0.94	0.12
1.02	0.92	0.05
0.97	0.88	-0.03
0.92	0.89	-0.13
0.88	0.87	-0.19
0.84	0.85	-0.23
0.83	0.78	-0.13
0.81	0.76	-0.2
0.8	0.71	-0.07
0.79	0.64	0.06
0.78	0.62	0.08
0.76	0.61	0.16
0.76	0.59	0.04
0.75	0.55	0.04
0.73	0.56	0.15
0.74	0.51	0.04
0.75	0.46	0.07
0.77	0.39	-0.02
0.79	0.36	0.03
0.81	0.29	-0.07
0.85	0.28	0.04
0.88	0.23	-0.04
0.92	0.17	-0.08
0.97	0.18	0.05
1.02	0.2	0.14
1.06	0.17	0.22
1.1	0.15	0.17
1.15	0.13	0.23
1.19	0.12	0.07
1.24	0.11	-0.06
1.28	0.09	-0.14
1.34	0.08	-0.02
1.39	0.09	0.08
1.44	0.09	-0.01
1.48	0.14	0.03
1.51	0.16	0.06
1.54	0.21	0
1.55	0.28	0.08
1.57	0.34	0.1
1.57	0.4	0.17
1.59	0.45	0.22
1.59	0.48	0.08
1.6	0.5	-0.04
1.61	0.49	-0.06
1.61	0.53	0.04
1.61	0.59	0.1
1.6	0.62	0.11
1.58	0.63	0.18
1.57	0.69	0.07
1.56	0.71	0.16
1.54	0.78	0.02
1.51	0.85	-0.09
1.48	0.84	0
1.43	0.86	0.07
1.38	0.91	0.01
1.33	0.94	-0.1
1.29	0.94	0.03
1.25	0.93	0.08
1.21	0.94	0.01
1.15	0.94	0.07
1.11	0.93	0.03
1.07	0.93	-0.09
1.02	0.91	-0.14
0.97	0.91	-0.15
0.92	0.9	-0.22
0.88	0.87	-0.28
0.84	0.86	-0.32
0.82	0.8	-0.14
0.81	0.72	0
0.8	0.67	0.13
0.79	0.68	0.04
0.77	0.66	0.13
0.77	0.63	0.01
0.75	0.6	-0.1
0.72	0.6	-0.19
0.73	0.53	-0.21
0.74	0.5	-0.14
0.75	0.41	-0.21
0.77	0.38	-0.05
0.79	0.34	0.08
0.85	0.25	-0.04
0.86	0.25	0.09
0.9	0.2	-0.01
0.94	0.18	0.1
0.98	0.18	0.19
1.04	0.18	0.24
1.08	0.15	0.09
1.12	0.12	-0.04
1.17	0.11	-0.03
1.21	0.1	-0.13
1.26	0.08	0
1.3	0.1	-0.01
1.34	0.08	-0.08
1.39	0.11	-0.04
1.44	0.12	-0.12
1.48	0.16	-0.2
1.53	0.17	-0.22
1.56	0.21	-0.22
1.57	0.27	-0.09
1.58	0.35	0.03
1.59	0.4	0.04
1.59	0.41	-0.04
1.59	0.43	0.07
1.61	0.47	0.13
1.61	0.52	0.18
1.62	0.56	0.05
1.62	0.58	0.11
1.61	0.6	0.12
1.59	0.61	0.19
1.56	0.65	0.24
1.53	0.73	0.09
1.5	0.74	0.16
1.48	0.76	0.22
1.45	0.77	0.22
1.4	0.84	0.07
1.36	0.9	0
1.32	0.89	0.1
1.26	0.89	0.12
1.21	0.91	0.13
1.17	0.92	0.07
1.13	0.92	0.11
1.08	0.9	0.02
1.02	0.89	-0.08
0.99	0.88	0.02
0.94	0.89	-0.09
0.9	0.85	-0.13
0.86	0.84	-0.19
0.82	0.82	-0.26
0.81	0.78	-0.29
0.81	0.7	-0.1
0.8	0.63	0.04
0.77	0.63	-0.05
0.77	0.62	-0.13
0.76	0.57	-0.2
0.75	0.53	-0.07
0.76	0.53	0.03
0.76	0.49	-0.04
0.77	0.44	0.02
0.79	0.4	0.03
0.8	0.35	0.06
0.83	0.28	0
0.84	0.23	-0.01
0.87	0.24	0.11
0.91	0.2	0.11
0.95	0.15	0.03
1	0.11	-0.02
1.05	0.1	-0.11
1.09	0.1	-0.2
1.13	0.09	-0.03
1.18	0.06	-0.14
1.22	0.1	-0.14
1.27	0.11	-0.14
1.32	0.09	-0.01
1.36	0.11	-0.06
1.41	0.15	-0.07
1.46	0.18	-0.14
1.5	0.22	-0.14
1.53	0.26	-0.07
1.55	0.31	-0.13
1.57	0.34	-0.19
1.58	0.4	-0.06
1.59	0.41	-0.13
1.59	0.4	-0.17
1.6	0.47	-0.25
1.6	0.52	-0.26
1.61	0.55	-0.11
1.61	0.59	-0.11
1.6	0.62	0.01
1.58	0.67	0.13
1.57	0.7	0.21
1.55	0.77	0.07
1.53	0.78	0.09
1.5	0.8	0.16
1.47	0.81	0.18
1.42	0.8	0.25
1.37	0.84	0.1
1.33	0.88	0.18
1.28	0.92	0.23
1.23	0.94	0.05
1.18	0.91	0.09
1.13	0.92	-0.04
1.07	0.93	0.07
1.03	0.93	-0.01
0.99	0.92	-0.08
0.95	0.89	-0.08
0.91	0.86	-0.13
0.87	0.85	-0.19
0.84	0.79	-0.08
0.82	0.78	-0.12
0.81	0.74	-0.2
0.8	0.66	-0.04
0.78	0.63	-0.14
0.76	0.59	-0.19
0.75	0.59	-0.03
0.75	0.55	0.05
0.74	0.51	-0.04
0.75	0.47	0.05
0.77	0.43	0.09
0.78	0.38	0.03
0.8	0.37	0.13
0.83	0.34	0.14
0.85	0.31	0.14
0.88	0.3	0.22
0.92	0.26	0.29
0.96	0.22	0.32
1	0.21	0.34
1.04	0.18	0.36
1.09	0.14	0.16
1.14	0.08	0.06
1.19	0.08	0.16
1.23	0.1	0.08
1.27	0.1	0.04
1.33	0.11	0.14
1.38	0.1	0.18
1.43	0.12	0.23
1.48	0.12	0.11
1.52	0.15	-0.02
1.54	0.22	0.05
1.55	0.3	0.02
1.56	0.36	0.12
1.57	0.43	0.15
1.57	0.46	0.03
1.58	0.47	-0.06
1.58	0.5	-0.12
1.59	0.51	-0.16
1.59	0.55	-0.05
1.59	0.61	-0.01
1.58	0.62	0.11
1.56	0.67	0.04
1.54	0.7	0.15
1.53	0.73	0.23
1.5	0.78	0.06
1.48	0.79	0.07
1.45	0.81	0.08
1.41	0.83	0.02
1.37	0.84	0.06
1.32	0.85	0.15
1.27	0.89	0
1.22	0.94	-0.11
1.16	0.93	-0.03
1.11	0.92	-0.13
1.05	0.97	-0.05
1.02	0.96	0.01
0.98	0.94	0.07
0.93	0.93	-0.06
0.9	0.85	0.02
0.86	0.8	0.09
0.83	0.73	0.12
0.81	0.69	0.21
0.8	0.66	0.04
0.79	0.62	0.15
0.78	0.62	0.02
0.77	0.59	0.04
0.77	0.57	0.05
0.77	0.52	0.12
0.74	0.53	0.21
0.76	0.48	0.12
0.77	0.43	0.07
