1.1	0.58	0.19		1.09056	0.59642
1.06	0.66	0.04			
1.09	0.62	0.14		0.030004773	0.063259652
1.1	0.59	0.2			
1.07	0.62	0.02			
1.08	0.59	0.11			
1.05	0.65	-0.03			
1.05	0.67	-0.14			
1.07	0.64	-0.03			
1.08	0.6	0.05			
1.08	0.59	0.13			
1.08	0.58	0.18			
1.09	0.55	0.2			
1.12	0.53	0.27			
1.11	0.52	0.13			
1.13	0.53	-0.03			
1.14	0.5	-0.15			
1.09	0.61	0.01			
1.09	0.62	-0.06			
1.09	0.59	0.03			
1.06	0.65	-0.09			
1.07	0.61	0.01			
1.09	0.59	0.07			
1.09	0.58	0.14			
1.12	0.55	0.23			
1.11	0.55	0.09			
1.15	0.51	-0.02			
1.16	0.48	-0.12			
1.11	0.59	0			
1.12	0.57	0.1			
1.08	0.65	-0.04			
1.06	0.69	-0.15			
1.07	0.63	-0.04			
1.1	0.59	0.06			
1.12	0.55	0.15			
1.09	0.63	0.21			
1.06	0.68	0.05			
1.04	0.72	-0.07			
1.06	0.65	0.02			
1.08	0.62	0.11			
1.09	0.59	0.14			
1.09	0.55	0.15			
1.09	0.55	0.2			
1.06	0.62	0.26			
1.04	0.67	0.09			
1.06	0.62	0.16			
1.09	0.59	0.23			
1.07	0.63	0.05			
1.08	0.59	0.11			
1.08	0.61	0			
1.09	0.58	0.08			
1.1	0.55	0.12			
1.09	0.53	-0.01			
1.11	0.51	-0.08			
1.11	0.51	-0.12			
1.07	0.59	0.01			
1.06	0.66	-0.1			
1.07	0.61	0.04			
1.05	0.65	-0.09			
1.02	0.71	-0.18			
1.06	0.64	-0.08			
1.04	0.67	-0.19			
1.08	0.6	-0.02			
1.07	0.67	-0.13			
1.05	0.72	-0.21			
1.08	0.65	-0.1			
1.1	0.61	0			
1.08	0.67	-0.11			
1.06	0.69	-0.21			
1.08	0.66	-0.07			
1.08	0.63	0.02			
1.07	0.68	-0.1			
1.08	0.63	0			
1.06	0.69	-0.1			
1.06	0.64	-0.01			
1.08	0.63	0.07			
1.1	0.61	0.12			
