0.47	1.48	0.39		
0.46	1.49	0.42		
0.46	1.48	0.41		
0.47	1.48	0.41		
0.41	1.45	0.24		
0.42	1.46	0.28		
0.44	1.47	0.33		
0.45	1.47	0.35		
0.45	1.48	0.33		
0.43	1.48	0.36		
0.42	1.47	0.28		
0.47	1.48	0.33		
0.41	1.48	0.33		
0.46	1.49	0.37		
0.46	1.49	0.38		
0.45	1.49	0.3		
0.46	1.5	0.24		
0.42	1.5	0.27		
0.44	1.5	0.3		
0.43	1.49	0.28		
0.45	1.5	0.32		
0.39	1.47	0.2		
0.42	1.47	0.26		
0.43	1.47	0.32		
0.42	1.48	0.28		
0.34	1.44	0.14		
0.39	1.46	0.21		
0.42	1.48	0.27		
0.45	1.49	0.31		
0.47	1.49	0.32		
0.47	1.5	0.28		
0.46	1.49	0.33		
0.45	1.49	0.27		
0.42	1.48	0.27		
0.46	1.49	0.31		
0.44	1.49	0.35		
0.45	1.5	0.28		
0.43	1.48	0.31		
0.44	1.48	0.27		
0.43	1.49	0.31		
0.46	1.5	0.35		
0.48	1.5	0.37		
0.47	1.5	0.39		
0.49	1.49	0.41		
0.5	1.49	0.43		
0.42	1.49	0.4		
0.44	1.5	0.38		
0.48	1.5	0.38		
0.39	1.45	0.19		
0.4	1.47	0.18		
0.44	1.48	0.25		
0.43	1.48	0.29		
0.42	1.48	0.3		
0.44	1.48	0.32		
0.44	1.49	0.3		
0.45	1.48	0.32		
0.46	1.48	0.35		
0.4	1.45	0.19		
0.41	1.46	0.25		
0.42	1.46	0.25		
0.42	1.47	0.3		
0.37	1.44	0.17		
0.39	1.45	0.23		
0.42	1.46	0.3		
0.43	1.47	0.34		
0.42	1.47	0.33		
0.42	1.48	0.35		
0.42	1.47	0.38		
0.42	1.47	0.39		
0.42	1.48	0.36		
0.43	1.48	0.36		
0.39	1.46	0.2		
0.41	1.46	0.23		
0.43	1.46	0.28		
0.43	1.47	0.26		
0.36	1.43	0.09		
0.36	1.44	0.18		
0.4	1.45	0.25		
0.43	1.46	0.29		
0.37	1.46	0.28		
0.41	1.47	0.32		
0.44	1.48	0.33		
0.46	1.48	0.36		
0.46	1.5	0.39		
0.44	1.49	0.42		
0.43	1.49	0.4		
0.43	1.48	0.41		
0.38	1.48	0.35		
0.38	1.48	0.38		
0.38	1.48	0.3		
0.41	1.48	0.34		
0.42	1.49	0.34		
0.43	1.5	0.35		
0.37	1.46	0.17		
0.42	1.46	0.23		
0.43	1.47	0.24		
0.44	1.49	0.22		
0.44	1.49	0.19		
0.43	1.49	0.2		
0.42	1.47	0.17		
0.43	1.47	0.19		
0.45	1.48	0.19		
0.46	1.47	0.24		
0.44	1.47	0.21		
0.45	1.49	0.27		
0.46	1.51	0.32		
0.46	1.51	0.35		
0.45	1.5	0.38		
0.45	1.51	0.31		
0.45	1.49	0.34		
0.44	1.49	0.37		
0.46	1.49	0.37		
0.47	1.49	0.37		
0.46	1.48	0.37		
0.48	1.49	0.4		
0.49	1.5	0.42		
0.48	1.52	0.43		
0.5	1.51	0.42		
0.51	1.51	0.44		
0.51	1.5	0.44		
0.48	1.5	0.45		
0.4	1.46	0.24		
0.41	1.47	0.22		
0.45	1.48	0.28		
0.46	1.47	0.3		
0.46	1.48	0.31		
0.47	1.48	0.33		
0.46	1.48	0.27		
0.46	1.48	0.29		
0.48	1.47	0.32		
0.46	1.48	0.35		
0.49	1.49	0.37		
0.43	1.47	0.18		
0.43	1.47	0.26		
0.44	1.48	0.31		
0.44	1.49	0.27		
0.37	1.45	0.11		
0.39	1.46	0.11		
0.46	1.48	0.19		
0.39	1.46	0.12		
0.39	1.46	0.19		
0.34	1.44	0.08		
0.39	1.46	0.17		
0.41	1.48	0.25		
0.39	1.48	0.23		
0.4	1.47	0.28		
0.4	1.48	0.34		
0.35	1.45	0.21		
0.38	1.45	0.25		
0.4	1.46	0.27		
0.4	1.48	0.23		
0.42	1.49	0.3		
0.42	1.49	0.35		
0.37	1.46	0.18		
0.39	1.46	0.19		
0.42	1.48	0.14		
0.42	1.49	0.13		
0.41	1.48	0.17		
0.4	1.48	0.25		
0.42	1.48	0.25		
0.45	1.49	0.28		
0.46	1.49	0.33		
0.48	1.48	0.35		
0.48	1.48	0.36		
0.47	1.5	0.39		
0.51	1.5	0.4		
0.51	1.5	0.41		
0.46	1.48	0.37		
0.45	1.48	0.39		
0.43	1.47	0.41		
0.36	1.44	0.21		
0.32	1.44	0.3		
0.39	1.45	0.33		
0.37	1.43	0.14		
0.42	1.45	0.21		
0.44	1.47	0.27		
0.44	1.48	0.25		
0.44	1.49	0.25		
0.45	1.48	0.27		
0.49	1.48	0.32		
0.5	1.49	0.36		
0.52	1.5	0.36		
0.52	1.5	0.35		
0.47	1.48	0.31		
0.41	1.44	0.12		
0.42	1.46	0.22		
0.43	1.46	0.27		
0.41	1.45	0.23		
0.38	1.44	0.09		
0.42	1.44	0.16		
0.38	1.42	0.08		
0.39	1.44	0.19		
0.43	1.45	0.25		
0.42	1.46	0.32		
0.44	1.46	0.33		
0.45	1.46	0.34		
0.45	1.46	0.36		
0.45	1.47	0.32		
0.46	1.48	0.33		
0.46	1.49	0.32		
0.45	1.5	0.34		
0.43	1.49	0.31		
0.43	1.5	0.28		
0.46	1.5	0.24		
0.49	1.5	0.29		
0.43	1.5	0.3		
0.45	1.51	0.33		
0.47	1.51	0.34		
0.46	1.49	0.37		
0.48	1.49	0.4		
0.46	1.48	0.37		
0.4	1.49	0.29		
0.36	1.49	0.28		
0.32	1.46	0.15		
0.3	1.42	0.05		
0.33	1.45	0.15		
0.36	1.47	0.17		
0.34	1.42	0.02		
0.37	1.42	0.04		
0.37	1.43	0.15		
0.38	1.44	0.13		
0.34	1.42	0.04		
0.33	1.4	-0.05		
0.37	1.42	0.05		
0.37	1.43	0.15		
0.37	1.44	0.23		
0.42	1.46	0.28		
0.43	1.47	0.33		
0.44	1.47	0.35		
0.46	1.47	0.36		
0.48	1.48	0.35		
0.41	1.45	0.23		
0.43	1.45	0.29		
0.45	1.45	0.31		
0.48	1.47	0.34		
0.4	1.45	0.24		
0.43	1.46	0.25		
0.44	1.47	0.29		
0.39	1.44	0.12		
0.42	1.44	0.19		
0.38	1.43	0.06		
0.39	1.44	0.16		
0.41	1.45	0.24		
0.41	1.46	0.25		
0.38	1.47	0.2		
0.41	1.48	0.22		
0.4	1.48	0.28		
0.42	1.48	0.32		
0.45	1.48	0.34		
0.46	1.5	0.38		
0.45	1.5	0.34		
0.45	1.51	0.31		
0.44	1.5	0.32		
0.41	1.48	0.15		
0.41	1.48	0.2		
0.34	1.49	0.29		
0.37	1.5	0.33		
0.38	1.5	0.37		
0.43	1.51	0.38		
0.44	1.5	0.4		
0.46	1.5	0.34		
0.41	1.48	0.2		
0.42	1.49	0.19		
0.45	1.5	0.22		
0.46	1.51	0.24		
0.45	1.51	0.31		
0.46	1.51	0.32		
0.41	1.47	0.17		
0.4	1.47	0.24		
0.35	1.44	0.11		
0.38	1.45	0.17		
0.4	1.46	0.19		
0.43	1.48	0.27		
0.43	1.49	0.32		
0.4	1.46	0.17		
0.34	1.43	0.03		
0.36	1.45	0.14		
0.39	1.47	0.15		
0.36	1.47	0.22		
0.38	1.49	0.29		
0.4	1.49	0.32		
0.44	1.51	0.35		
0.45	1.5	0.37		
0.46	1.5	0.38		
0.46	1.49	0.41		
0.45	1.49	0.42		
0.43	1.48	0.37		
0.45	1.49	0.4		
0.42	1.47	0.36		
0.4	1.47	0.36		
0.38	1.47	0.39		
0.38	1.47	0.39		
0.4	1.49	0.36		
0.42	1.5	0.39		
0.43	1.51	0.42		
0.43	1.5	0.37		
0.47	1.51	0.36		
0.47	1.5	0.38		
0.47	1.49	0.36		
0.46	1.48	0.38		
0.45	1.48	0.4		
0.44	1.47	0.41		
0.36	1.44	0.21		
0.38	1.45	0.22		
0.42	1.47	0.25		
0.43	1.48	0.25		
0.42	1.49	0.31		
0.44	1.48	0.32		
0.45	1.49	0.32		
0.44	1.49	0.36		
0.43	1.49	0.37		
0.44	1.49	0.37		
0.44	1.5	0.4		
0.45	1.49	0.4		
0.45	1.49	0.37		
0.48	1.5	0.39		
0.48	1.51	0.33		
0.48	1.51	0.35		
0.48	1.5	0.35		
0.47	1.5	0.39		
0.41	1.46	0.19		
0.36	1.43	0.09		
0.38	1.44	0.19		
0.39	1.46	0.26		
0.38	1.46	0.3		
0.42	1.47	0.31		
0.42	1.47	0.34		
0.46	1.49	0.36		
0.49	1.49	0.38		
0.48	1.5	0.31		
0.49	1.5	0.35		
0.5	1.5	0.38		
0.49	1.49	0.4		
0.49	1.49	0.34		
0.49	1.48	0.37		
0.42	1.45	0.24		
0.37	1.43	0.12		
0.41	1.46	0.17		
0.42	1.46	0.22		
0.45	1.48	0.26		
0.47	1.49	0.31		
0.5	1.5	0.35		
0.43	1.49	0.32		
0.45	1.48	0.31		
0.44	1.49	0.34		
0.39	1.46	0.18		
0.41	1.46	0.25		
0.35	1.48	0.32		
0.38	1.49	0.36		
0.43	1.5	0.38		
0.44	1.51	0.39		
0.47	1.51	0.39		
0.47	1.49	0.38		
0.47	1.49	0.29		
0.48	1.49	0.32		
0.4	1.45	0.14		
0.42	1.45	0.2		
0.42	1.46	0.17		
0.42	1.47	0.25		
0.45	1.49	0.31		
0.46	1.49	0.35		
0.45	1.5	0.3		
0.41	1.48	0.29		
0.38	1.46	0.14		
0.42	1.48	0.19		
0.47	1.49	0.23		
0.42	1.47	0.11		
0.43	1.48	0.17		
0.39	1.45	0.05		
0.41	1.46	0.14		
0.4	1.46	0.14		
0.4	1.46	0.21		
0.4	1.47	0.18		
0.41	1.48	0.18		
0.41	1.49	0.18		
0.43	1.48	0.25		
0.42	1.49	0.31		
0.41	1.48	0.34		
0.36	1.45	0.2		
0.38	1.46	0.27		
0.41	1.47	0.3		
0.43	1.48	0.3		
0.46	1.48	0.32		
0.48	1.49	0.33		
0.47	1.49	0.28		
0.47	1.5	0.34		
0.46	1.49	0.37		
0.46	1.48	0.39		
0.45	1.48	0.4		
0.46	1.49	0.38		
0.47	1.48	0.39		
0.49	1.48	0.39		
0.47	1.49	0.33		
0.47	1.49	0.29		
0.48	1.49	0.32		
0.5	1.49	0.35		
0.48	1.5	0.3		
0.43	1.46	0.2		
0.42	1.48	0.18		
0.35	1.42	0.03		
0.37	1.44	0.12		
0.34	1.42	0.03		
0.4	1.45	0.13		
0.34	1.41	0		
0.38	1.43	0.12		
0.41	1.45	0.17		
0.37	1.44	0.08		
0.41	1.46	0.18		
0.39	1.46	0.19		
0.42	1.48	0.27		
0.43	1.48	0.3		
0.43	1.49	0.31		
0.49	1.49	0.35		
0.41	1.46	0.23		
0.42	1.47	0.27		
0.34	1.43	0.1		
0.36	1.45	0.09		
0.4	1.45	0.19		
0.39	1.46	0.24		
0.39	1.48	0.28		
0.34	1.43	0.11		
0.37	1.46	0.2		
0.38	1.47	0.18		
0.38	1.48	0.24		
0.34	1.45	0.16		
0.3	1.42	0.01		
0.32	1.43	0.12		
0.35	1.46	0.11		
0.33	1.43	0.03		
0.31	1.45	0.11		
0.34	1.45	0.19		
0.36	1.45	0.26		
0.42	1.48	0.3		
0.42	1.48	0.33		
0.42	1.48	0.38		
0.42	1.49	0.4		
0.42	1.49	0.39		
0.45	1.5	0.39		
0.47	1.49	0.3		
0.47	1.49	0.31		
0.48	1.5	0.36		
0.49	1.5	0.35		
0.47	1.5	0.38		
0.42	1.49	0.37		
0.42	1.5	0.31		
0.46	1.51	0.34		
0.46	1.52	0.35		
0.5	1.52	0.36		
0.51	1.53	0.39		
0.54	1.52	0.4		
0.51	1.51	0.41		
0.5	1.5	0.44		
0.53	1.51	0.43		
0.52	1.51	0.45		
0.45	1.51	0.41		
0.45	1.51	0.42		
0.43	1.5	0.39		
0.43	1.51	0.35		
0.38	1.48	0.19		
0.42	1.48	0.26		
0.42	1.48	0.32		
0.37	1.46	0.17		
0.39	1.47	0.24		
0.41	1.47	0.27		
0.36	1.44	0.14		
0.32	1.43	0.04		
0.38	1.46	0.16		
0.4	1.46	0.19		
0.41	1.47	0.2		
0.45	1.49	0.26		
0.47	1.5	0.31		
0.46	1.5	0.26		
0.46	1.51	0.31		
0.46	1.49	0.36		
0.47	1.5	0.39		
0.46	1.5	0.37		
0.44	1.5	0.38		
0.44	1.5	0.31		
0.37	1.45	0.14		
0.33	1.42	0.06		
0.37	1.44	0.13		
0.39	1.47	0.22		
0.4	1.47	0.27		
0.41	1.47	0.24		
0.43	1.49	0.3		
0.46	1.5	0.33		
0.46	1.5	0.35		
0.47	1.5	0.28		
0.45	1.5	0.33		
0.44	1.49	0.33		
0.46	1.5	0.35		
0.49	1.51	0.37		
0.48	1.5	0.4		
0.47	1.51	0.41		
0.39	1.46	0.21		
0.41	1.47	0.18		
0.41	1.47	0.15		
0.42	1.48	0.18		
0.35	1.49	0.22		
0.37	1.47	0.29		
0.39	1.47	0.34		
0.43	1.49	0.37		
0.43	1.49	0.37		
0.46	1.49	0.39		
0.47	1.5	0.42		
0.49	1.5	0.41		
0.48	1.5	0.34		
0.51	1.49	0.36		
0.49	1.48	0.37		
0.47	1.48	0.39		
0.41	1.46	0.23		
0.42	1.46	0.28		
0.44	1.47	0.31		
0.44	1.48	0.26		
0.44	1.49	0.29		
0.47	1.5	0.33		
0.48	1.49	0.37		
0.49	1.49	0.39		
0.48	1.49	0.33		
0.45	1.48	0.32		
0.44	1.48	0.36		
0.36	1.43	0.18		
0.37	1.45	0.26		
0.42	1.45	0.3		
0.34	1.42	0.13		
0.37	1.44	0.21		
0.39	1.45	0.18		
0.42	1.45	0.18		
0.46	1.47	0.23		
0.4	1.48	0.27		
0.41	1.48	0.31		
0.42	1.49	0.36		
0.45	1.49	0.35		
0.47	1.49	0.35		
0.46	1.49	0.38		
0.48	1.5	0.38		
0.4	1.45	0.18		
0.44	1.47	0.25		
0.38	1.46	0.28		
0.4	1.46	0.31		
0.35	1.46	0.24		
0.37	1.46	0.3		
0.33	1.43	0.15		
0.37	1.44	0.23		
0.39	1.45	0.27		
0.42	1.47	0.33		
0.44	1.48	0.36		
0.45	1.48	0.34		
0.48	1.49	0.36		
0.48	1.5	0.33		
0.49	1.5	0.35		
0.48	1.49	0.36		
0.5	1.49	0.32		
0.44	1.46	0.16		
0.46	1.46	0.23		
0.46	1.46	0.27		
0.48	1.48	0.32		
0.46	1.48	0.36		
0.46	1.49	0.35		
0.43	1.48	0.32		
0.45	1.5	0.36		
0.44	1.49	0.38		
0.45	1.5	0.34		
0.47	1.5	0.35		
0.47	1.5	0.36		
0.41	1.49	0.34		
0.43	1.49	0.36		
0.45	1.48	0.35		
0.43	1.48	0.37		
0.46	1.47	0.38		
0.45	1.48	0.32		
0.37	1.49	0.33		
0.39	1.5	0.37		
0.41	1.5	0.4		
0.43	1.51	0.41		
0.43	1.5	0.43		
0.43	1.5	0.43		
0.46	1.5	0.44		
0.47	1.49	0.44		
0.47	1.5	0.45		
0.48	1.51	0.44		
0.49	1.5	0.43		
0.42	1.5	0.42		
0.43	1.49	0.43		
0.38	1.46	0.26		
0.38	1.46	0.3		
0.4	1.46	0.31		
0.41	1.47	0.35		
0.42	1.47	0.38		
0.42	1.48	0.4		
0.45	1.5	0.41		
0.47	1.49	0.38		
0.43	1.49	0.43		
0.45	1.49	0.42		
0.47	1.5	0.44		
0.4	1.47	0.28		
0.35	1.44	0.17		
0.3	1.42	0.09		
0.35	1.43	0.15		
0.31	1.4	0.05		
0.35	1.42	0.16		
0.37	1.45	0.24		
0.34	1.43	0.13		
0.39	1.45	0.2		
0.44	1.47	0.26		
0.45	1.47	0.29		
0.44	1.48	0.3		
0.45	1.47	0.32		
0.46	1.48	0.36		
0.45	1.48	0.32		
0.46	1.48	0.3		
0.41	1.44	0.14		
0.42	1.46	0.17		
0.41	1.46	0.19		
0.44	1.47	0.25		
0.42	1.48	0.29		
0.43	1.48	0.3		
0.43	1.48	0.33		
0.42	1.48	0.36		
0.41	1.47	0.32		
0.4	1.47	0.34		
0.42	1.49	0.29		
0.45	1.48	0.32		
0.44	1.48	0.24		
0.45	1.48	0.26		
0.45	1.48	0.3		
0.43	1.48	0.35		
0.44	1.48	0.34		
0.44	1.48	0.37		
0.38	1.44	0.22		
0.42	1.44	0.29		
0.41	1.46	0.34		
0.43	1.46	0.3		
0.45	1.46	0.33		
0.46	1.47	0.35		
0.45	1.47	0.35		
0.48	1.47	0.37		
0.48	1.46	0.37		
0.5	1.47	0.4		
0.48	1.48	0.42		
0.48	1.49	0.4		
0.47	1.49	0.35		
0.48	1.49	0.36		
0.5	1.49	0.33		
0.43	1.5	0.35		
0.44	1.49	0.35		
0.43	1.48	0.31		
0.46	1.49	0.35		
0.46	1.49	0.38		
0.45	1.48	0.41		
0.44	1.47	0.43		
0.45	1.47	0.45		
0.43	1.48	0.44		
0.45	1.48	0.45		
0.48	1.49	0.44		
0.39	1.49	0.45		
0.41	1.5	0.44		
0.35	1.5	0.45		
0.36	1.49	0.45		
0.36	1.49	0.45		
0.38	1.48	0.43		
0.41	1.48	0.34		
0.43	1.48	0.33		
0.46	1.49	0.36		
0.46	1.49	0.32		
0.47	1.49	0.28		
0.39	1.44	0.11		
0.43	1.46	0.21		
0.42	1.45	0.2		
0.42	1.46	0.27		
0.44	1.46	0.31		
0.46	1.48	0.27		
0.45	1.48	0.32		
0.47	1.48	0.35		
0.49	1.49	0.36		
0.49	1.49	0.37		
0.47	1.48	0.38		
0.41	1.49	0.38		
0.34	1.44	0.18		
0.35	1.45	0.25		
0.39	1.46	0.21		
0.41	1.47	0.27		
0.45	1.48	0.31		
0.47	1.5	0.32		
0.4	1.49	0.27		
0.35	1.49	0.34		
0.37	1.48	0.34		
0.38	1.48	0.36		
0.4	1.49	0.4		
0.38	1.47	0.37		
0.4	1.48	0.39		
0.39	1.48	0.42		
0.41	1.48	0.35		
0.42	1.48	0.38		
0.41	1.48	0.4		
0.42	1.48	0.41		
0.44	1.48	0.42		
0.46	1.49	0.42		
0.44	1.48	0.34		
0.39	1.48	0.36		
0.43	1.48	0.38		
0.42	1.49	0.4		
0.42	1.48	0.42		
0.44	1.49	0.38		
0.44	1.5	0.4		
0.46	1.51	0.43		
0.45	1.5	0.4		
0.48	1.5	0.38		
0.48	1.5	0.39		
0.41	1.46	0.23		
0.43	1.49	0.29		
0.38	1.46	0.15		
0.4	1.46	0.21		
0.42	1.46	0.26		
0.43	1.47	0.3		
0.43	1.48	0.27		
0.46	1.49	0.29		
0.44	1.49	0.34		
0.44	1.49	0.26		
0.47	1.5	0.29		
0.45	1.49	0.33		
0.46	1.49	0.37		
0.44	1.48	0.31		
0.43	1.47	0.26		
0.43	1.47	0.27		
0.47	1.48	0.3		
0.46	1.48	0.35		
0.49	1.49	0.28		
0.49	1.49	0.3		
0.48	1.48	0.27		
0.48	1.48	0.29		
0.49	1.48	0.34		
0.46	1.49	0.36		
0.47	1.5	0.38		
0.47	1.51	0.4		
0.48	1.51	0.35		
0.42	1.47	0.17		
0.44	1.48	0.24		
0.43	1.47	0.31		
0.44	1.47	0.34		
0.44	1.49	0.36		
0.45	1.5	0.4		
0.45	1.5	0.35		
0.48	1.5	0.37		
0.48	1.5	0.41		
0.47	1.49	0.43		
0.48	1.49	0.41		
0.48	1.48	0.4		
0.49	1.49	0.39		
0.42	1.45	0.24		
0.42	1.46	0.19		
0.42	1.47	0.16		
0.42	1.48	0.24		
0.44	1.49	0.25		
0.39	1.46	0.1		
0.42	1.47	0.19		
0.47	1.48	0.26		
0.44	1.49	0.29		
0.44	1.49	0.33		
0.44	1.5	0.28		
0.43	1.49	0.25		
0.37	1.45	0.16		
0.39	1.47	0.24		
0.4	1.47	0.3		
0.41	1.48	0.26		
0.41	1.48	0.25		
0.45	1.49	0.3		
0.45	1.5	0.27		
0.45	1.5	0.31		
0.38	1.45	0.13		
0.36	1.41	0.09		
0.38	1.42	0.12		
0.39	1.44	0.21		
0.4	1.45	0.28		
0.4	1.47	0.32		
0.41	1.47	0.34		
0.45	1.47	0.37		
0.45	1.47	0.38		
0.44	1.48	0.34		
0.47	1.49	0.37		
0.41	1.46	0.22		
0.42	1.47	0.29		
0.4	1.47	0.3		
0.42	1.48	0.34		
0.44	1.5	0.37		
0.44	1.49	0.4		
0.44	1.49	0.4		
0.43	1.48	0.4		
0.46	1.48	0.41		
0.46	1.49	0.32		
0.38	1.44	0.14		
0.41	1.46	0.19		
0.42	1.46	0.25		
0.46	1.48	0.3		
0.45	1.49	0.27		
0.45	1.49	0.32		
0.45	1.49	0.36		
0.47	1.48	0.33		
0.48	1.49	0.33		
0.47	1.49	0.38		
0.45	1.48	0.4		
0.43	1.48	0.35		
0.44	1.48	0.37		
0.44	1.48	0.4		
0.45	1.47	0.3		
0.43	1.47	0.33		
0.46	1.49	0.37		
0.45	1.5	0.39		
0.46	1.5	0.41		
0.47	1.49	0.43		
0.46	1.49	0.39		
0.45	1.5	0.4		
0.46	1.51	0.41		
0.39	1.47	0.27		
0.34	1.45	0.14		
0.38	1.46	0.23		
0.4	1.46	0.27		
0.44	1.48	0.32		
0.44	1.47	0.36		
0.42	1.47	0.39		
0.45	1.48	0.4		
0.45	1.48	0.38		
0.46	1.49	0.4		
0.44	1.49	0.32		
0.45	1.49	0.3		
0.48	1.5	0.29		
0.47	1.5	0.31		
0.47	1.49	0.34		
0.41	1.46	0.2		
0.41	1.47	0.19		
0.43	1.48	0.26		
0.42	1.48	0.32		
0.43	1.49	0.28		
0.44	1.49	0.31		
0.45	1.5	0.23		
0.45	1.5	0.3		
0.46	1.49	0.34		
0.48	1.5	0.37		
0.4	1.46	0.18		
0.42	1.47	0.26		
0.42	1.47	0.23		
0.43	1.48	0.25		
0.45	1.48	0.29		
0.38	1.44	0.11		
0.4	1.45	0.19		
0.4	1.46	0.17		
0.42	1.47	0.24		
0.44	1.49	0.29		
0.39	1.45	0.13		
0.38	1.45	0.16		
0.38	1.46	0.23		
0.39	1.46	0.27		
0.4	1.47	0.33		
0.34	1.48	0.31		
0.39	1.48	0.34		
0.42	1.48	0.37		
0.38	1.46	0.2		
0.31	1.42	0.07		
0.35	1.44	0.18		
0.37	1.45	0.14		
0.39	1.46	0.2		
0.41	1.48	0.26		
0.43	1.47	0.29		
0.46	1.48	0.34		
0.47	1.49	0.33		
0.46	1.5	0.36		
0.46	1.5	0.38		
0.49	1.5	0.38		
0.47	1.49	0.4		
0.49	1.48	0.4		
0.5	1.49	0.42		
0.5	1.49	0.4		
0.48	1.5	0.35		
0.47	1.49	0.33		
0.49	1.51	0.33		
0.51	1.52	0.36		
0.52	1.52	0.36		
0.51	1.51	0.4		
0.5	1.5	0.39		
0.5	1.49	0.37		
0.5	1.5	0.39		
0.49	1.51	0.41		
0.5	1.52	0.42		
0.47	1.5	0.44		
0.46	1.49	0.37		
0.47	1.49	0.39		
0.49	1.5	0.4		
0.52	1.51	0.41		
0.5	1.49	0.41		
0.42	1.46	0.28		
0.45	1.48	0.31		
0.45	1.48	0.33		
0.46	1.49	0.37		
0.44	1.48	0.4		
0.43	1.48	0.42		
0.44	1.49	0.41		
0.45	1.49	0.4		
0.48	1.5	0.4		
0.47	1.5	0.41		
0.46	1.51	0.34		
0.48	1.51	0.37		
0.48	1.51	0.37		
0.48	1.49	0.37		
0.46	1.49	0.4		
0.4	1.51	0.42		
0.42	1.5	0.39		
0.43	1.5	0.4		
0.36	1.45	0.21		
0.39	1.47	0.28		
0.42	1.46	0.33		
